ticker,quarter,tradable_date,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,repricing_momentum_extension,repricing_momentum_priority,market_repricing_score,rm_buy_review_flag,post_llm_candidate_flag,post_llm_high_priority_flag,post_llm_demote_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,macro_mode,macro_spy,macro_entry_action,macro_position_size_multiplier,tier_structure_score,hp_structure_score,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,risk_penalty_score,entry_raw_score,entry_score_0_100,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,winner_90d_30pct,loser_90d_minus30pct,is_partial_live_quarter,is_future_date_anomaly,eligible_for_backtest,pipeline_run_id,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,macro_rule_version,source_file_hash
A,2024Q2,2024-05-30,125.300003,-10.42,15.17,-1,7.0,strong,$1B-$2B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,6.1692,5.9298,1.676,9.6409,12.5778,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2024Q3,2024-08-22,145.380005,16.03,-10.42,0,7.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,-4.416,-4.5949,-3.8451,-5.9293,-11.5628,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2024Q4,2024-11-26,127.019997,-12.63,16.03,0,7.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,10.6755,8.3845,6.9359,18.8474,6.5029,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2025Q1,2025-02-27,128.779999,1.39,-12.63,1,8.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,6,0,6,6,-5.3424,-5.1017,-9.1629,-17.0135,-13.8997,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2025Q2,2025-05-29,116.949997,-9.19,1.39,-1,7.0,strong,$1B-$2B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,-0.1796,-1.2227,0.9064,2.2146,1.4878,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2025Q3,2025-08-28,118.800003,1.58,-9.19,0,7.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,7.8535,6.6667,4.1667,23.3922,29.9411,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2025Q4,2025-11-25,150.779999,26.92,1.58,0,7.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,-3.5084,-6.7516,-8.2173,-10.0345,-17.6283,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
A,2026Q1,2026-02-26,121.889999,-19.16,26.92,1,8.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,6,0,6,6,-4.3072,-8.5241,-8.1057,-4.7666,,False,False,,False,False,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2021Q4,2021-11-05,6.804,,,,-4.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,,,5,0,0,0,1,1,4,deteriorating,0,0,-3,optical networking supply constraints,"[""datacenter and communications demand""]",direct_beneficiary,low,demand,unknown,,0,,,,,,,,29,0,29,4,5,22,21,21,-11.2287,-11.3757,-19.7531,-22.2516,-43.4156,False,True,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2022Q1,2022-02-25,3.79,-44.3,,0,-4.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,,,5,0,0,0,1,2,4,deteriorating,0,1,-3,400G datacenter optical upgrade cycle,"[""CATV demand"", ""supply chain cost pressure""]",direct_beneficiary,medium,revenue,accelerating,,0,,,,,,,,30,0,30,11,8,24,30,30,-6.0686,-12.4011,-14.5119,-29.2876,-39.3140,False,True,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2022Q2,2022-05-06,2.59,-31.66,,0,-4.0,weak,<$100M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,,,5,0,0,0,1,2,3,deteriorating,0,1,-3,hyperscale 400G datacenter optical upgrade,"[""datacenter transceivers""]",direct_beneficiary,high,demand,accelerating,,0,,,,,,,,30,0,30,11,8,24,30,30,-10.0386,-11.1969,-15.8301,-40.9266,-23.9382,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2022Q3,2022-08-05,1.93,-25.48,,0,-4.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,,,5,1,0,0,1,2,3,deteriorating,0,1,-3,400G optical product ramp,"[""CATV backlog recovery"", ""telecom market improvement""]",direct_beneficiary,medium,revenue,accelerating,,0,,,,,,,,30,0,30,11,8,28,26,26,48.1865,43.0052,11.3990,52.3316,25.9067,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2022Q4,2022-11-04,2.27,17.62,,0,-4.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,,,5,0,0,0,0,2,3,neutral,1,1,0,optical product transition to 400G and CATV strength,"[""40G decline"", ""telecom strength""]",turnaround_with_theme_tailwind,high,revenue,accelerating,,0,,,,,,,,30,0,30,14,8,12,45,45,3.0837,-3.5242,0.8811,-17.1806,24.2291,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2023Q1,2023-02-24,2.97,30.84,,0,-4.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,Repricing momentum extension,Repricing momentum priority,16,1,1,0,0,2,2,constructive,2,1,1,CATV demand and margin recovery,"[""product mix improvement"", ""cost reduction""]",turnaround_with_theme_tailwind,medium,margin,accelerating,,0,,,,,,,,30,0,30,30,8,6,78,78,-6.3973,-16.4983,-42.0875,-32.3232,-41.0774,False,True,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2023Q2,2023-05-05,1.6,-46.13,,1,-3.0,weak,<$100M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,,,0,1,0,0,1,1,4,deteriorating,1,0,-3,CATV inventory digestion,"[""100G datacenter demand"", ""gross margin improvement""]",customer_exposure,high,demand,fading,,0,,,,,,,,30,0,30,6,9,25,20,20,2.5000,9.3750,45.6250,339.3750,311.8750,True,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2023Q3,2023-08-04,8.37,423.12,,0,-3.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,Repricing momentum extension,Repricing momentum priority,20,1,1,1,0,3,1,inflecting,2,2,3,datacenter optical upgrade cycle,"[""100G demand"", ""400G demand"", ""cost structure improvement"", ""gross margin expansion""]",direct_beneficiary,high,margin,accelerating,,12,,,,,,,,29,0,29,45,9,1,114,100,77.2999,68.3393,54.7192,23.2975,2.3895,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2023Q4,2023-11-10,9.29,10.99,,0,-3.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,,,5,1,1,1,0,2,1,inflecting,2,1,3,datacenter optical network transition,"[""400G optical products"", ""gross margin recovery""]",direct_beneficiary,high,margin,accelerating,,0,,,,,,,,29,0,29,45,9,1,87,87,55.6512,42.6265,99.7847,134.3380,103.3369,True,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2024Q1,2024-02-23,13.74,47.9,,0,-3.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,Repricing momentum extension,Repricing momentum priority,6,1,0,0,1,2,4,neutral,2,1,-3,gross margin recovery,"[""price reductions"", ""datacenter and CATV demand""]",turnaround_with_theme_tailwind,medium,margin,fading,,0,,,,,,,,22,0,22,16,9,14,39,39,8.8792,-5.9680,5.5313,-18.0495,-13.3916,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2024Q2,2024-05-10,10.2,-25.76,,0,-3.0,weak,<$100M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,,,5,0,0,0,1,1,4,deteriorating,0,1,-3,end-market demand recovery,"[""product mix pressure"", ""datacenter and CATV long-term demand""]",turnaround_with_theme_tailwind,low,demand,unknown,,0,,,,,,,,22,0,22,5,9,19,22,22,21.5686,13.6275,-0.2941,-16.7647,-15.9804,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2024Q3,2024-08-07,8.3,-18.63,,5,2.0,mixed,<$100M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,,,5,1,1,0,0,3,2,constructive,1,2,1,hyperscale 400G optical ramp,"[""DOCSIS 4.0 CATV transition"", ""second-half recovery""]",direct_beneficiary,high,revenue,accelerating,,13,,,,,,,,25,0,25,40,6,0,89,89,3.6145,10.6024,42.2892,80.0000,99.2771,True,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2024Q4,2024-11-08,19.5,134.94,,-5,-3.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,,,,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,RM3 - Mid-price dislocation momentum,,Repricing momentum extension,Repricing momentum priority,14,1,1,0,0,2,3,constructive,1,2,1,datacenter and CATV demand ramp,"[""gross margin recovery"", ""guided revenue acceleration""]",direct_beneficiary,medium,revenue,accelerating,,0,,,,,,,,10,0,10,31,6,7,54,54,40.1026,111.3846,85.4359,69.1282,55.7949,True,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2025Q1,2025-02-27,24.0,23.08,,0,-3.0,weak,$100M-$500M,Tier 0 - Broad right-tail scouting universe,,,,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,RM3 - Mid-price dislocation momentum,,Repricing momentum extension,Repricing momentum priority,6,1,1,0,0,3,2,inflecting,1,2,3,CATV and datacenter capacity ramp,"[""1.8 GHz amplifier orders"", ""US-based automated production"", ""datacenter demand""]",direct_beneficiary,high,revenue,accelerating,,13,,,,,,,,10,0,10,45,9,1,82,82,-41.0417,-11.9583,-36.0417,-45.5417,-26.4583,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2025Q2,2025-05-09,13.67,-43.04,,1,-2.0,weak,<$100M,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,,,5,1,1,1,0,3,2,inflecting,2,2,3,800G and CATV demand ramp,"[""400G optical demand"", ""hyperscale design wins"", ""capacity expansion""]",direct_beneficiary,high,revenue,accelerating,,13,,,,,,,,22,0,22,45,11,0,96,96,39.2831,23.8478,23.4089,96.6350,63.3504,True,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2025Q3,2025-08-08,23.975,75.38,,-1,-3.0,weak,<$100M,Tier 0 - Broad right-tail scouting universe,,,,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,RM3 - Mid-price dislocation momentum,,Repricing momentum extension,Repricing momentum priority,20,1,1,0,0,3,3,constructive,1,2,1,next-generation datacenter optical qualification,"[""800G transceivers"", ""1.6Tb transceivers"", ""CATV demand"", ""R&D investment""]",direct_beneficiary,high,revenue,accelerating,,13,,,,,,,,10,0,10,41,9,7,86,86,8.9885,6.3191,-1.4390,30.6986,21.3764,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2025Q4,2025-11-07,25.0,4.28,,-1,-4.0,weak,$100M-$500M,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,5,1,1,0,0,2,2,constructive,1,1,1,broadband network upgrade cycle,"[""CATV amplifier ramp"", ""800G optical products"", ""datacenter optical shipments""]",direct_beneficiary,medium,demand,accelerating,,0,,,,,,,,0,0,0,33,8,4,42,42,-13.4800,7.1200,11.3600,54.4400,52.5200,True,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAOI,2026Q1,2026-02-27,65.93,163.72,,0,-4.0,weak,$100M-$500M,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,,,19,1,1,1,0,3,1,inflecting,2,2,3,broadband and datacenter optical demand expansion,"[""CATV demand"", ""datacenter demand"", ""capacity investment"", ""gross margin expansion""]",direct_beneficiary,high,revenue,accelerating,,13,,,,,,,,0,18,18,45,8,4,99,99,67.7840,54.5882,29.2128,,,False,False,,False,False,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2021Q4,11/16/21,238.779999,,,,4.0,good,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,1,1,0,0,-5.0465,-3.6686,0.1591,-0.3644,-6.0725,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2022Q1,2/15/22,216.380005,-9.38,,2,6.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,4,1,3,3,-4.9958,-6.9646,-3.7896,0.8642,-1.2432,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2022Q2,5/24/22,175.309998,-18.98,-9.38,-1,5.0,good,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,6,0,6,6,8.7958,-1.7797,1.8938,8.1684,13.2166,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2022Q3,8/24/22,182.789993,4.27,-18.98,0,5.0,good,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,-5.1699,-5.4489,-12.1943,-3.3755,-18.1848,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2022Q4,11/16/22,155.0,-15.2,4.27,1,6.0,strong,$2B-$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,3,0,3,3,-2.8258,-6.1097,-9.5742,-3.7355,-2.7355,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2023Q1,3/1/23,143.300003,-7.55,-15.2,0,6.0,strong,>$10B,,,,,,HP0 - High-price broad watchlist,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,6,0,6,6,-13.217,-16.4061,-15.1361,-12.4424,-21.7027,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
AAP,2023Q2,6/1/23,71.769997,-49.9163,-7.55,0.0000,6.0,strong,>$10B,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,0,,,,,,,0,0,0,0,1,0,5,deteriorating,0,0,-3,,,,,,,,0,,,,,,,,0,15,15,0,6,18,3,3,-6.7995,-4.2497,-1.1425,3.6506,-5.1136,False,False,,False,True,historical-combined-observed-2021Q4-2026Q2,,,,,,,d4e372fc03381721028e8c3bc98c3e12958c9110874736f434a70cc9f2b9975b
