variant,quarter,selection_rank,ticker,rm_signal_bucket,rm_flags_active,hp_signal_bucket,entry_score_0_100,hc_score,market_repricing_score,repricing_momentum_priority,risk_penalty_score,return_90d_pct,winner_90d_30pct,loser_90d_minus30pct,bucket_pick_count,bucket_avg_return_90d_pct,bucket_winner_30_rate,bucket_loser_minus30_rate,primary_theme
high_conviction_top10_v2_final,2025Q3,7,CRDO,1,rm_buy_review_flag,2+,81,89.000000,10,,1,37.0992,True,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2022Q3,8,LMB,1,rm_buy_review_flag,0,85,85.000000,0,,1,34.1177,True,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2023Q2,2,CTLP,1,rm_buy_review_flag,0,85,85.000000,0,,0,28.1034,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2025Q2,4,LMB,1,rm_buy_review_flag,2+,75,83.000000,6,,0,27.1836,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2024Q1,1,RSI,1,,0,98,98.000000,10,,0,27.0950,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2024Q4,8,XMTR,1,rm_buy_review_flag,2+,81,89.000000,10,,1,25.7205,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2021Q4,9,ARLO,1,rm_buy_review_flag,0,77,77.000000,0,,0,19.5652,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2023Q3,6,VRT,1,rm_buy_review_flag,2+,80,94.000000,14,,1,17.9765,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2021Q4,7,TWI,1,rm_buy_review_flag,0,79,79.000000,0,,0,14.9112,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2022Q3,10,STKL,1,,0,83,83.000000,10,,4,7.4074,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2023Q3,4,MTRX,1,,0,95,95.000000,10,,0,2.7263,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2025Q4,4,VSCO,1,rm_buy_review_flag,2+,83,97.000000,14,,1,-2.8075,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2025Q4,7,REAL,1,,0,91,91.000000,10,,0,-5.0773,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2025Q3,1,PGY,1,rm_buy_review_flag,2+,81,95.000000,14,,4,-8.065,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2023Q3,2,SMCI,1,rm_buy_review_flag,2+,84,98.000000,14,,4,-14.2233,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2025Q1,4,AIOT,1,,0,93,93.000000,10,,0,-27.5126,False,False,36,45.69318888888889,0.5833333333333334,0.027777777777777776,
high_conviction_top10_v2_final,2025Q4,1,IREN,1,rm_buy_review_flag,2+,99,113.000000,19,,4,-38.8880,False,True,36,45.69318888888889,0.5833333333333334,0.027777777777777776,AI cloud GPU infrastructure
high_conviction_top10_v2_final,2025Q3,5,CIFR,2+,rm_buy_review_flag,0,85,91.000000,20,Repricing momentum priority,6,337.7016,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,Flexible power infrastructure for HPC and bitcoin mining
high_conviction_top10_v2_final,2022Q3,1,KLXE,2+,rm_buy_review_flag,0,95,95.000000,10,Repricing momentum priority,0,127.4011,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q2,2,TH,2+,rm_buy_review_flag,0,86,86.000000,11,Repricing momentum priority,4,84.3609,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q3,9,SWIM,2+,rm_buy_review_flag,0,83,83.000000,6,Repricing momentum priority,6,65.3266,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q4,2,LMB,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,1,50.3132,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q3,8,SMHI,2+,rm_buy_review_flag,0,89,89.000000,6,,0,39.3542,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q1,3,AIOT,2+,rm_buy_review_flag,0,94,94.000000,10,Repricing momentum priority,2,39.3189,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q2,1,ARLO,2+,rm_buy_review_flag,0,96,96.000000,10,Repricing momentum priority,0,38.0567,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q4,4,POWL,2+,rm_buy_review_flag,0,90,90.000000,11,Repricing momentum priority,0,37.9375,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q1,10,ATRO,2+,rm_buy_review_flag,0,79,79.000000,6,Repricing momentum priority,1,37.1915,True,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q1,9,CTLP,2+,rm_buy_review_flag,0,80,80.000000,10,Repricing momentum priority,0,24.4444,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q4,1,COMP,2+,rm_buy_review_flag,0,99,99.000000,11,Repricing momentum priority,0,22.1849,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q3,2,AAOI,2+,rm_buy_review_flag,0,86,92.000000,20,Repricing momentum priority,7,21.3764,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,next-generation datacenter optical qualification
high_conviction_top10_v2_final,2022Q2,7,TWI,2+,rm_buy_review_flag,0,81,81.000000,11,Repricing momentum priority,1,18.5056,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q3,1,COMP,2+,rm_buy_review_flag,0,90,90.000000,6,Repricing momentum priority,3,18.0467,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q2,1,SLQT,2+,rm_buy_review_flag,0,99,105.000000,14,Repricing momentum priority,2,16.1049,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q4,7,CDE,2+,rm_buy_review_flag,0,89,89.000000,11,Repricing momentum priority,4,11.1285,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q3,8,GBTG,2+,rm_buy_review_flag,0,84,84.000000,6,Repricing momentum priority,4,8.7201,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q2,2,CIFR,2+,rm_buy_review_flag,0,90,96.000000,16,Repricing momentum priority,2,6.4343,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,Post-halving bitcoin mining economics
high_conviction_top10_v2_final,2024Q2,5,NPKI,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,1,5.7641,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q3,10,HLX,2+,rm_buy_review_flag,0,88,88.000000,6,Repricing momentum priority,0,5.2743,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q4,9,LFST,2+,rm_buy_review_flag,0,88,88.000000,6,Repricing momentum priority,1,3.5019,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q2,6,ARLO,2+,rm_buy_review_flag,0,87,87.000000,11,Repricing momentum priority,0,2.8180,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q1,7,RBBN,2+,rm_buy_review_flag,0,91,91.000000,10,Repricing momentum priority,3,2.4845,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q3,1,AAOI,2+,rm_buy_review_flag,0,100,106.000000,20,Repricing momentum priority,1,2.3895,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,datacenter optical upgrade cycle
high_conviction_top10_v2_final,2025Q3,4,SWIM,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,0,2.1277,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q3,5,CIFR,2+,rm_buy_review_flag,0,89,95.000000,20,Repricing momentum priority,2,1.3158,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,bitcoin_mining_halving_positioning
high_conviction_top10_v2_final,2026Q1,2,NEOG,2+,rm_buy_review_flag,0,77,77.000000,11,Repricing momentum priority,0,0.6012,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q4,5,NRDS,2+,rm_buy_review_flag,0,85,85.000000,6,Repricing momentum priority,0,0.5029,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q3,6,CTOS,2+,rm_buy_review_flag,0,90,90.000000,10,Repricing momentum priority,1,-1.4682,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q3,2,POWL,2+,rm_buy_review_flag,0,92,92.000000,6,Repricing momentum priority,0,-3.6398,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q4,3,WTTR,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,0,-4.3722,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q4,6,PTON,2+,rm_buy_review_flag,0,84,90.000000,15,Repricing momentum priority,7,-4.7226,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q2,1,KOS,2+,rm_buy_review_flag,0,86,86.000000,11,Repricing momentum priority,4,-5,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q3,3,ARLO,2+,rm_buy_review_flag,0,97,97.000000,11,Repricing momentum priority,0,-5.5556,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q2,7,CCL,2+,rm_buy_review_flag,0,81,81.000000,10,Repricing momentum priority,4,-5.7627,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q3,5,RSI,2+,rm_buy_review_flag,0,85,85.000000,6,Repricing momentum priority,0,-6.4348,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q1,2,HRTG,2+,rm_buy_review_flag,0,95,95.000000,10,Repricing momentum priority,0,-7.9096,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q4,1,NPKI,2+,rm_buy_review_flag,0,93,93.000000,11,Repricing momentum priority,1,-7.9387,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q3,9,MPAA,2+,rm_buy_review_flag,0,86,86.000000,11,Repricing momentum priority,1,-7.9456,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q3,3,DCGO,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,0,-12.1739,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q1,7,HIMS,2+,rm_buy_review_flag,0,81,81.000000,10,Repricing momentum priority,4,-16.6979,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q4,2,MTRX,2+,rm_buy_review_flag,0,92,92.000000,11,Repricing momentum priority,0,-17.1763,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q2,4,LFST,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,0,-17.4095,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q2,7,KRO,2+,rm_buy_review_flag,0,86,86.000000,11,Repricing momentum priority,0,-17.9549,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2024Q2,3,REAL,2+,rm_buy_review_flag,0,94,94.000000,10,Repricing momentum priority,2,-21.1196,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q1,6,RBBN,2+,rm_buy_review_flag,0,88,88.000000,6,Repricing momentum priority,2,-21.9616,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q4,3,CIFR,2+,rm_buy_review_flag,0,92,98.000000,20,Repricing momentum priority,4,-24.7143,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,AI data center power shortage monetization
high_conviction_top10_v2_final,2022Q1,1,ARLO,2+,rm_buy_review_flag,0,91,91.000000,6,Repricing momentum priority,0,-29.1291,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q1,3,REAL,2+,rm_buy_review_flag,0,92,98.000000,14,Repricing momentum priority,0,-29.5597,False,False,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2022Q3,5,HIMS,2+,rm_buy_review_flag,0,88,88.000000,10,Repricing momentum priority,4,-31.0448,False,True,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q3,8,CRSR,2+,rm_buy_review_flag,0,88,88.000000,6,Repricing momentum priority,0,-35.8529,False,True,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2023Q1,4,AAOI,2+,rm_buy_review_flag,0,78,84.000000,16,Repricing momentum priority,6,-41.0774,False,True,56,8.871408928571428,0.17857142857142858,0.10714285714285714,CATV demand and margin recovery
high_conviction_top10_v2_final,2022Q3,7,ARLO,2+,rm_buy_review_flag,0,85,85.000000,6,Repricing momentum priority,1,-42.2222,False,True,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q1,2,ULCC,2+,rm_buy_review_flag,0,95,101.000000,15,Repricing momentum priority,1,-56.7118,False,True,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
high_conviction_top10_v2_final,2025Q1,1,SLQT,2+,rm_buy_review_flag,0,95,101.000000,14,Repricing momentum priority,0,-58.3333,False,True,56,8.871408928571428,0.17857142857142858,0.10714285714285714,
