variant,quarter,snapshot_date,tradable_date,selection_rank,ticker,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,return_20d_pct,return_60d_pct,winner_90d_30pct,loser_90d_minus30pct,return_10d_pct,return_30d_pct,return_90d_pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected
entry_score_top10,2022Q2,4/29/22,4/29/22,9,RNGR,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,0.7269,6.7497,False,False,0.9346,8.8266,-4.9844,9.63,-5.59,,1,5,good,$100M-$500M,,1,0,3,1,inflecting,2,2,3,,,,25,45,9,79,True
entry_score_top10,2022Q2,5/9/22,5/9/22,10,STGW,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,18.0597,-20.8955,False,False,10.7463,12.8358,-9.1045,6.7,-10.67,-25.15,0,7,strong,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,True
entry_score_top10,2022Q3,8/12/22,8/12/22,1,KLXE,95.000000,95,95.000000,95.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,0,0,0.1412,38.5593,True,False,6.4972,2.6836,127.4011,7.08,68.97,-57.46,0,-2,weak,<$100M,Repricing momentum extension,1,1,3,1,inflecting,2,1,3,,,,29,45,11,95,True
entry_score_top10,2022Q3,8/3/22,8/3/22,2,POWL,92.000000,92,92.000000,92.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,0.1149,-18.046,False,False,5.1724,-8.5824,-3.6398,8.7,25.78,-24.71,1,-1,weak,$100M-$500M,Repricing momentum extension,1,0,3,1,inflecting,1,2,3,,,,29,45,12,92,True
entry_score_top10,2022Q3,8/9/22,8/9/22,3,DCGO,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,11.5217,15.9783,False,False,7.5,7.5,-12.1739,9.2,47.44,-10.73,0,-2,weak,<$100M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,11,91,True
entry_score_top10,2022Q3,8/9/22,8/9/22,4,HIMS,88.000000,88,88.000000,88.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,4,0,-9.2537,-25.5224,False,True,-10.7463,-1.4925,-31.0448,6.7,72.24,-16.16,0,-4,weak,$100M-$500M,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,29,45,8,88,True
entry_score_top10,2022Q3,8/10/22,8/10/22,5,ARLO,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,-23.2099,-43.9506,False,True,-18.642,-30,-42.2222,8.1,20.0,-32.43,-6,-3,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,6,85,True
entry_score_top10,2022Q3,8/10/22,8/10/22,6,LMB,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,31.4286,30.2521,True,False,27.7311,37.7311,34.1177,5.95,2.59,-15.08,2,-2,weak,$100M-$500M,,1,1,2,1,inflecting,2,1,3,,,,29,45,12,85,True
entry_score_top10,2022Q3,8/11/22,8/11/22,7,STKL,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,29,0,,,,,,,10,,4,0,2.1605,0.7202,False,False,2.7778,4.321,7.4074,9.72,91.72,-24.67,-6,0,mixed,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,3,83,True
entry_score_top10,2022Q3,8/10/22,8/10/22,8,ALTG,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,22,0,,,,,,,6,,1,0,-10.5303,-16.0606,False,False,-6.0606,-0.0758,-8.0303,13.2,30.56,-25.61,1,0,mixed,$500M-$1B,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,10,82,True
entry_score_top10,2022Q3,8/10/22,8/10/22,9,RDNW,82.000000,82,82.000000,82.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,4,0,-12.2948,-44.6735,False,True,-9.622,-11.5311,-40.1298,26.190001,55.2460,-49.49,0.0000,-2.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,13,82,True
entry_score_top10,2022Q3,8/3/22,8/3/22,10,WTTR,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,0.5457,-1.2278,False,False,-10.0955,-1.7735,25.7845,7.33,-15.26,13.67,-10,-2,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,29,45,8,82,True
entry_score_top10,2022Q4,11/10/22,11/10/22,1,LMB,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,38.4829,33.9596,True,False,11.923,37.6711,50.3132,8.622,44.91,2.59,1,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,12,91,True
entry_score_top10,2022Q4,11/3/22,11/3/22,2,WTTR,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,-8.1839,-6.5022,False,False,-3.139,-11.7713,-4.3722,8.92,21.69,-15.26,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,11,91,True
entry_score_top10,2022Q4,12/6/22,12/6/22,3,POWL,90.000000,90,90.000000,90.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,9.0625,41.7187,True,False,16.2187,9.9062,37.9375,10.666667,22.61,25.78,0,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,12,90,True
entry_score_top10,2022Q4,11/3/22,11/3/22,4,NRDS,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,6,,0,0,11.6513,-19.1953,False,False,7.2087,0.0838,0.5029,11.93,26.11,-10.16,1,-1,weak,$100M-$500M,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,22,45,12,85,True
entry_score_top10,2022Q4,12/1/22,12/1/22,5,NTNX,84.000000,84,84.000000,84.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,1,0,-0.619,-4.7111,False,False,11.6575,-9.5598,-2.0977,29.08,89.5698,10.36,2.0000,-2.0,weak,$1B-$2B,,1,1,3,1,inflecting,2,2,3,,,,18,45,12,84,True
entry_score_top10,2022Q4,10/27/22,10/27/22,6,GTX,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,4,0,8.3832,13.7725,False,False,14.8204,6.7365,14.521,6.68,1.21,-2.08,1,-2,weak,$2B-$10B,,1,1,3,1,inflecting,2,1,3,,,,29,45,13,83,True
entry_score_top10,2022Q4,11/8/22,11/8/22,7,DCGO,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,-16.1963,-10.7975,False,False,-13.4969,-18.8957,21.3497,8.15,-11.41,47.44,-1,-3,weak,$100M-$500M,,1,1,3,1,inflecting,2,1,3,,,,29,45,9,82,True
