ticker,filed,tradable_date,form,items,acceptance_datetime_utc,primary_document,ex99_1_document,periodic_filing_form,periodic_filing_date,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,llm_confidence,semantic_char_count,semantic_element_count,table_count,edgartools_available,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,quality_flags,quality_ok,json_path,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
AAOI,2023-08-03,2023-08-04,8-K,"2.02,9.01",2023-08-03T20:10:13.000Z,aaoi_8k.htm,aaoi_ex9901.htm,10-Q,2023-08-03,1,low,3,-1,0,0,1,51.4423,scored,,in_session_llm_json,0.88,17986,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2023-08-03_8-K_0001683168-23-005249.json,8.370000,77.2999,68.3393,54.7192,23.2975,2.3895
AAOI,2023-11-09,2023-11-10,8-K,"2.02,9.01",2023-11-09T21:05:21.000Z,aaoi_8k.htm,aaoi_ex9901.htm,10-Q,2023-11-09,0,avoid,1,0,0,0,1,4.0,scored,,in_session_llm_json,0.88,18871,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2023-11-09_8-K_0001683168-23-007799.json,9.290000,55.6512,42.6265,99.7847,134.3380,103.3369
AAOI,2024-02-22,2024-02-23,8-K,"2.02,9.01",2024-02-22T21:10:36.000Z,appliedopto_8k.htm,aaoi_ex9901.htm,10-K,2024-02-23,-4,avoid,-2,-1,0,0,1,-28.0992,scored,,in_session_llm_json,0.88,19429,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2024-02-22_8-K_0001683168-24-001123.json,13.740000,8.8792,-5.9680,5.5313,-18.0495,-13.3916
AAOI,2024-02-23,2024-02-26,8-K/A,"2.02,9.01",2024-02-23T02:31:05.000Z,appliedopto_8ka1.htm,aaoi_ex9901.htm,10-K,2024-02-23,-4,avoid,-2,-1,0,0,1,-28.0992,scored,,in_session_llm_json,0.88,19444,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2024-02-23_8-K_0001683168-24-001140.json,14.040000,5.6980,-7.5499,-0.5698,-22.7208,-11.8234
AAOI,2024-05-09,2024-05-10,8-K,"2.02,9.01",2024-05-09T20:11:00.000Z,appliedopto_8k.htm,aaoi_ex9901.htm,10-Q,2024-05-09,-1,avoid,1,-1,0,0,1,8.1081,scored,,in_session_llm_json,0.88,17658,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2024-05-09_8-K_0001683168-24-003159.json,10.200000,21.5686,13.6275,-0.2941,-16.7647,-15.9804
AAOI,2024-08-06,2024-08-07,8-K,"2.02,9.01",2024-08-06T20:05:11.000Z,appliedopto_8k.htm,aaoi_ex9901.htm,10-Q,2024-08-06,2,low,3,0,0,0,1,45.4965,scored,,in_session_llm_json,0.88,19052,38,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2024-08-06_8-K_0001683168-24-005295.json,8.300000,3.6145,10.6024,42.2892,80.0000,99.2771
AAOI,2024-11-07,2024-11-08,8-K,"2.02,9.01",2024-11-07T21:05:30.000Z,appliedopto_8k.htm,appliedopto_ex9901.htm,10-Q,2024-11-07,3,low,3,0,1,0,1,51.8405,scored,,in_session_llm_json,0.88,19038,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2024-11-07_8-K_0001683168-24-007741.json,19.500000,40.1026,111.3846,85.4359,69.1282,55.7949
AAOI,2025-02-26,2025-02-27,8-K,"2.02,9.01",2025-02-26T21:05:34.000Z,appliedopto_8k.htm,appliedopto_ex9901.htm,10-K,2025-02-28,-2,avoid,-2,1,0,0,1,-1.2961,scored,,in_session_llm_json,0.88,20192,40,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2025-02-26_8-K_0001683168-25-001240.json,24.000000,-41.0417,-11.9583,-36.0417,-45.5417,-26.4583
AAOI,2025-05-08,2025-05-09,8-K,"2.02,9.01",2025-05-08T20:10:36.000Z,appliedopto_8k.htm,appliedopto_ex9901.htm,10-Q,2025-05-08,2,low,1,2,0,0,1,5.1051,scored,,in_session_llm_json,0.88,18209,42,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2025-05-08_8-K_0001683168-25-003290.json,13.670000,39.2831,23.8478,23.4089,96.6350,63.3504
AAOI,2025-08-07,2025-08-08,8-K,"2.02,9.01",2025-08-07T20:11:01.000Z,aaoi_8k.htm,aaoi_ex9901.htm,10-Q,2025-08-07,3,low,2,2,0,0,1,17.4757,scored,,in_session_llm_json,0.88,18865,39,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2025-08-07_8-K_0001683168-25-005755.json,23.975000,8.9885,6.3191,-1.4390,30.6986,21.3764
AAOI,2025-11-06,2025-11-07,8-K,"2.02,9.01",2025-11-06T21:13:22.000Z,aaoi_8k.htm,aaoi_ex9901.htm,10-Q,2025-11-06,3,low,2,2,0,0,1,11.7201,scored,,in_session_llm_json,0.88,19113,41,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2025-11-06_8-K_0001683168-25-008029.json,25.000000,-13.4800,7.1200,11.3600,54.4400,52.5200
AAOI,2026-02-26,2026-02-27,8-K,"2.02,9.01",2026-02-26T21:06:38.000Z,aaoi_8k.htm,aaoi_ex9901.htm,10-K,2026-02-26,2,low,2,1,0,0,1,17.2748,scored,,in_session_llm_json,0.88,18878,39,12,True,6,6,6,6,,True,Growth/earnings_8k_sec_parser/AAOI/json/AAOI_2026-02-26_8-K_0001683168-26-001315.json,65.930000,67.7840,54.5882,29.2128,,
