quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons,elapsed_seconds
2024Q2,AOSL,1387467,ok,1,2024-05-07,0001387467-24-000055,aosl-20240507.htm,exhibit991earningreleasema.htm;exhibit992earningreleasema.htm,2,10-Q,2024-05-08,0001387467-24-000059,aosl-20240331.htm,1,2,True,True,True,,ready,2.67
2024Q2,APAM,1517302,ok,1,2024-04-23,0001517302-24-000024,apam-20240423.htm,artisan1q24earningsrelease.htm;artisan1q24pressrelease.htm,2,10-Q,2024-04-26,0001517302-24-000031,apam-20240331.htm,1,2,True,True,True,,ready,2.55
2024Q2,APD,2969,ok,1,2024-04-30,0000002969-24-000024,apd-20240430.htm,exhibit99131mar24.htm,1,10-Q,2024-04-30,0000002969-24-000026,apd-20240331.htm,1,1,True,True,True,,ready,2.07
2024Q2,APEI,1201792,ok,1,2024-05-07,0001104659-24-058069,tm2413511d1_8k.htm,tm2413511d1_ex99-1.htm;tm2413511d1_ex99-2.htm,2,10-Q,2024-05-07,0001201792-24-000009,apei-20240331.htm,1,2,True,True,True,,ready,2.50
2024Q2,APH,820313,ok,1,2024-04-24,0001558370-24-005534,aph-20240424x8k.htm,aph-20240424xex99d1.htm,1,10-Q,2024-04-26,0001558370-24-005928,aph-20240331x10q.htm,1,1,True,True,True,,ready,2.20
2024Q2,APLE,1418121,ok,1,2024-05-06,0000950170-24-053568,aple-20240506.htm,aple-ex99_1.htm,1,10-Q,2024-05-06,0000950170-24-053569,aple-20240331.htm,1,1,True,True,True,,ready,2.30
2024Q2,APO,0001858681,ok,1,2024-05-02,0001858681-24-000044,apo-20240502.htm,agmearningsrelease1q2024.htm;erex9911q2024.htm,2,10-Q,2024-05-07,0001858681-24-000048,apo-20240331.htm,1,2,True,True,True,,ready,3.07
2024Q2,APP,1751008,ok,1,2024-05-08,0001751008-24-000041,app-20240508.htm,exhibit991-pressreleasedat.htm;q124shareholderletter-53.htm,2,10-Q,2024-05-08,0001751008-24-000043,app-20240331.htm,1,1,True,True,True,earnings_exhibit:earnings_exhibit_too_short,ready,1.71
2024Q2,APPF,1433195,ok,1,2024-04-25,0001433195-24-000052,appf-20240425.htm,appfq12024exhibit991.htm,1,10-Q,2024-04-26,0001433195-24-000054,appf-20240331.htm,1,1,True,True,True,,ready,2.11
2024Q2,APPN,1441683,ok,2,2024-04-16;2024-05-02,0001441683-24-000031;0001441683-24-000040,appn-20240416.htm;appn-20240502.htm,appnex991earningsrelease-0.htm,1,10-Q,2024-05-02,0001441683-24-000042,appn-20240331.htm,2,1,True,True,True,,ready,2.67
2024Q2,APTV,1521332,ok,1,2024-05-02,0001521332-24-000035,aptv-20240502.htm,aptvq12024ex991.htm,1,10-Q,2024-05-02,0001521332-24-000038,aptv-20240331.htm,1,1,True,True,True,,ready,2.54
2024Q2,ARCB,894405,ok,1,2024-04-30,0001558370-24-006193,arcb-20240430x8k.htm,arcb-20240430xex99d1.htm;arcb-20240430xex99d2.htm;arcb-20240430xex99d3.htm,3,10-Q,2024-05-03,0001558370-24-006654,arcb-20240331x10q.htm,1,3,True,True,True,,ready,3.29
2024Q2,ARES,1176948,ok,1,2024-05-02,0001628280-24-019722,ares-20240502.htm,a2024q1-ex991.htm;a2024q1-ex992earningspre.htm,2,10-Q,2024-05-09,0001628280-24-021890,ares-20240331.htm,1,2,True,True,True,,ready,2.83
2024Q2,ARLO,1736946,ok,1,2024-05-09,0001736946-24-000021,arlo-20240509.htm,arloearningsrelease-ex991_.htm,1,10-Q,2024-05-09,0001736946-24-000023,arlo-20240331.htm,1,1,True,True,True,,ready,2.12
2024Q2,ARLP,1086600,ok,1,2024-04-29,0001558370-24-006004,arlp-20240429x8k.htm,arlp-20240429xex99d1.htm,1,10-Q,2024-05-09,0001558370-24-007517,arlp-20240331x10q.htm,1,1,True,True,True,,ready,2.37
2024Q2,AROC,1389050,ok,1,2024-05-01,0001389050-24-000022,aroc-20240430x8k.htm,aroc-20240430xex99.htm,1,10-Q,2024-05-01,0001389050-24-000025,aroc-20240331x10q.htm,1,1,True,True,True,,ready,2.05
2024Q2,ARRY,1820721,ok,1,2024-05-09,0001820721-24-000047,arry-20240509.htm,a2024_q1earningspresenta.htm;exhibit9912024q1pressrelea.htm,2,10-Q,2024-05-09,0001820721-24-000049,arry-20240331.htm,1,2,True,True,True,,ready,2.59
2024Q2,ARWR,879407,ok,1,2024-05-09,0001628280-24-022233,arwr-20240509.htm,arwr-202405098kex99.htm,1,10-Q,2024-05-09,0001628280-24-022215,arwr-20240331.htm,1,1,True,True,True,,ready,2.20
2024Q2,ASAN,1477720,ok,1,2024-05-30,0001477720-24-000026,asan-20240530.htm,asana8-kex991q1fy25.htm,1,10-Q,2024-05-30,0001477720-24-000028,asan-20240430.htm,1,1,True,True,True,,ready,2.03
2024Q2,ASB,7789,ok,1,2024-04-25,0000007789-24-000039,asb-20240425.htm,asb03312024ex991.htm;asb1q24earningspresentat.htm,2,10-Q,2024-04-30,0000007789-24-000043,asb-20240331.htm,1,2,True,True,True,,ready,3.81
2024Q2,ASGN,890564,ok,1,2024-04-24,0000890564-24-000009,asgn-20240424.htm,earningsrelease-q124.htm,1,10-Q,2024-05-02,0000890564-24-000013,asgn-20240331.htm,1,1,True,True,True,,ready,1.83
2024Q2,ASIX,1673985,ok,1,2024-05-03,0001673985-24-000064,asix-20240503.htm,exhibit99q12024prearningsm.htm,1,10-Q,2024-05-03,0001673985-24-000067,asix-20240331.htm,1,1,True,True,True,,ready,2.65
2024Q2,ASO,1817358,ok,1,2024-06-11,0001817358-24-000119,aso-20240611.htm,exhibit991pressreleaseq120.htm,1,10-Q,2024-06-11,0001817358-24-000124,aso-20240504.htm,1,1,True,True,True,,ready,2.00
2024Q2,ASTH,1083446,ok,1,2024-05-07,0001104659-24-058018,tm2413600d1_8k.htm,tm2413600d1_ex99-1.htm;tm2413600d1_ex99-2.htm,2,10-Q,2024-05-09,0001628280-24-022272,asth-20240331.htm,1,2,True,True,True,,ready,2.32
2024Q2,ATKR,1666138,ok,1,2024-05-07,0001666138-24-000046,atkr-20240507.htm,atkr2q24exhibit991.htm,1,10-Q,2024-05-07,0001666138-24-000043,atkr-20240329.htm,1,1,True,True,True,,ready,2.01
2024Q2,ATMU,0001921963,ok,1,2024-05-03,0001921963-24-000072,atmu-20240503.htm,atmu2024q18-kex991.htm,1,10-Q,2024-05-03,0001921963-24-000074,atmu-20240331.htm,1,1,True,True,True,,ready,2.11
2024Q2,ATNI,879585,ok,1,2024-04-25,0001104659-24-051318,tm2412656d1_8k.htm,tm2412656d1_ex99-1.htm,1,10-Q,2024-05-10,0001558370-24-007776,atni-20240331x10q.htm,1,1,True,True,True,,ready,2.95
2024Q2,ATO,731802,ok,1,2024-05-08,0000731802-24-000011,ato-20240508.htm,ato20240508exhibit991.htm,1,10-Q,2024-05-08,0000731802-24-000013,ato-20240331.htm,1,1,True,True,True,,ready,1.89
2024Q2,ATRO,8063,ok,1,2024-05-02,0000008063-24-000024,atro-20240502.htm,ex99120240330-pr.htm,1,10-Q,2024-05-06,0000008063-24-000029,atro-20240330.htm,1,1,True,True,True,,ready,2.11
2024Q2,AVA,104918,ok,1,2024-05-01,0000950170-24-050790,ava-20240501.htm,ava-ex99_1.htm,1,10-Q,2024-05-01,0000950170-24-050788,ava-20240331.htm,1,1,True,True,True,,ready,2.36
2024Q2,AVAV,1368622,ok,1,2024-06-26,0001558370-24-009505,avav-20240626x8k.htm,avav-20240626xex99d1.htm;avav-20240626xex99d2.htm,2,10-K,2024-06-27,0001558370-24-009515,avav-20240430x10k.htm,1,2,True,True,True,,ready,3.12
2024Q2,AVB,915912,ok,1,2024-04-26,0000915912-24-000009,avb-20240425.htm,q12024ex-991.htm;q12024ex-992.htm,2,10-Q,2024-05-03,0000915912-24-000011,avb-20240331.htm,1,2,True,True,True,,ready,2.90
2024Q2,AVD,5981,ok,1,2024-05-10,0001193125-24-136157,d770184d8k.htm,d770184dex991.htm,1,10-Q,2024-05-09,0000950170-24-057108,avd-20240331.htm,1,1,True,True,True,,ready,3.00
2024Q2,AVNS,1606498,ok,1,2024-05-02,0001606498-24-000055,avns-20240502.htm,avns1q2024form8kex991.htm,1,10-Q,2024-05-02,0001606498-24-000058,avns-20240331.htm,1,1,True,True,True,,ready,2.02
2024Q2,AVNT,1122976,ok,1,2024-05-07,0001122976-24-000031,avnt-20240507.htm,avnt-20240331xnewsrelease.htm,1,10-Q,2024-05-07,0001122976-24-000033,avnt-20240331.htm,1,1,True,True,True,,ready,2.07
2024Q2,AVNW,1377789,ok,1,2024-05-01,0001377789-24-000018,avnw-20240501.htm,q3fy24pressreleaseavnw.htm,1,10-Q,2024-05-01,0001377789-24-000019,avnw-20240329.htm,1,1,True,True,True,,ready,2.07
2024Q2,AVY,8818,ok,1,2024-04-24,0001193125-24-108400,d827475d8k.htm,d827475dex991.htm;d827475dex992.htm,2,10-Q,2024-04-30,0000008818-24-000009,avy-20240330.htm,1,2,True,True,True,,ready,2.28
2024Q2,AWK,1410636,ok,1,2024-05-01,0001410636-24-000093,awk-20240501.htm,ex991-3312024q1pressrelease.htm,1,10-Q,2024-05-01,0001410636-24-000092,awk-20240331.htm,1,1,True,True,True,,ready,2.37
2024Q2,AWR,1056903,ok,1,2024-05-07,0001628280-24-021137,awr-20240507.htm,exhibit991pressrelease2024.htm,1,10-Q,2024-05-07,0001628280-24-021131,awr-20240331.htm,1,1,True,True,True,,ready,2.37
2024Q2,AXON,1069183,ok,1,2024-05-06,0001069183-24-000029,axon-20240506x8k.htm,axon-20240506xex99d1.htm,1,10-Q,2024-05-07,0001069183-24-000032,axon-20240331x10q.htm,1,1,True,True,True,,ready,2.21
2024Q2,AXP,4962,ok,1,2024-04-19,0000004962-24-000029,axp-20240419.htm,q124exhibit991.htm;q124exhibit992.htm,2,10-Q,2024-04-19,0000004962-24-000031,axp-20240331.htm,1,2,True,True,True,,ready,3.31
2024Q2,AZZ,8947,ok,1,2024-04-22,0000008947-24-000043,azz-20240422.htm,exhibit991q4fy24earningsre.htm,1,10-K,2024-04-22,0000008947-24-000044,azz-20240229.htm,1,1,True,True,True,,ready,2.09
2024Q2,BALL,9389,ok,1,2024-04-26,0000009389-24-000027,ball-20240426x8k.htm,ball-20240426xex99.htm,1,10-Q,2024-05-07,0001558370-24-006975,ball-20240331x10q.htm,1,1,True,True,True,,ready,2.44
2024Q2,BANC,1169770,ok,1,2024-04-23,0001140361-24-021153,ef20027444_8k.htm,ef20027444_ex99-1.htm;ef20027444_ex99-2.htm,2,10-Q,2024-05-10,0001628280-24-022655,pacw-20240331.htm,1,2,True,True,True,,ready,3.94
