Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today
KRO,$100M-$500M,-15200000,1838000000,-23500000,-58600000,-109800000,-42.6295
KSS,$2B-$10B,14000000,14710000000,429000000,-94000000,-202000000,-33.6938
KTB,$500M-$1B,66296000,1643570000,17016000,-11797000,-12622000,5.7466
KTOS,$100M-$500M,-7000000,1632500000,-1400000,-7700000,-25700000,215.6156
KVUE,$2B-$10B,469000000,27851000000,7388000000,-41000000,802000000,-4.4383
KW,$100M-$500M,-28700000,7712100000,-61000000,36900000,-67000000,12.3196
KWR,$500M-$1B,29534000,2714211000,-24866000,-6161000,37782000,-16.8594
L,$2B-$10B,375000000,79197000000,-524000000,-134000000,719000000,48.3899
LAUR,$100M-$500M,-26607000,2125616000,21144000,-5579000,26469000,111.1223
LBRDA,$100M-$500M,69000000,15641000000,-235000000,-12000000,41000000,-20.3585
LBRDK,$100M-$500M,69000000,15641000000,-235000000,-12000000,41000000,-20.1216
LBTYA,$1B-$2B,-721400000,42087900000,813800000,-1423200000,307800000,31.1848
LBTYK,$1B-$2B,-721400000,42087900000,813800000,-1423200000,307800000,21.9699
LC,$500M-$1B,13666000,8827463000,781777000,-336414000,114492000,100.949
LCID,$100M-$500M,-779528000,8512718000,-5745000,-28716000,-801264000,-77.3974
LCII,$500M-$1B,7259000,2959319000,-76824000,-21449000,74676000,14.9593
LCUT,$100M-$500M,-8805000,667142000,5707000,-511000,12105000,-15.2503
LDOS,$2B-$10B,162000000,12695000000,-57000000,-39000000,-98000000,-1.2826
LE,$100M-$500M,-1652000,995194000,-8418000,-12384000,-10755000,-15.9824
LECO,$1B-$2B,121931000,3377297000,-111316000,-16049000,123931000,37.4178
LEG,$1B-$2B,53500000,4634500000,-35600000,-36400000,96700000,-0.7353
LEN,$10B-$50B,1468228000,39234303000,-2058030000,-80572000,1638676000,-35.9926
LESL,$100M-$500M,-61786000,1163230000,165989000,-23591000,-245990000,-97.7381
LFCR,$100M-$500M,-12410000,503043000,-17024000,27000,17226000,-1.5355
LFST,$100M-$500M,-34242000,2109969000,-4888000,-27549000,-7890000,47.9633
LFUS,$500M-$1B,88745000,3995275000,-12204000,-183188000,53407000,54.5446
LGIH,$100M-$500M,26962000,3407851000,-61777000,-4855000,77600000,-49.2849
LH,$2B-$10B,212900000,16725100000,-60600000,-99700000,121200000,28.9801
LHX,$2B-$10B,337000000,41687000000,1361000000,-2048000000,350000000,41.5666
LII,$1B-$2B,98000000,2798300000,101100000,-33700000,-78800000,-7.2693
LILA,$500M-$1B,-65600000,13594600000,-35400000,-132100000,62400000,-12.8631
LILAK,$500M-$1B,-65600000,13594600000,-35400000,-132100000,62400000,-10.447
LIN,$2B-$10B,1516000000,80811000000,-764000000,-1634000000,1908000000,13.9656
LITE,$1B-$2B,-400000,4632100000,-68500000,-803100000,130600000,1576.7727
LIVN,$100M-$500M,7370000,2429563000,-5235000,-11484000,20757000,15.2697
LKQ,$2B-$10B,270000000,15079000000,-66000000,-97000000,223000000,-24.7724
LLY,$2B-$10B,1344900000,64006300000,412300000,-688800000,1730600000,4.5549
LMB,$100M-$500M,2993000,304439000,-3169000,-822000,9366000,64.7286
LMT,$10B-$50B,1689000000,52456000000,-1412000000,-259000000,1564000000,33.5047
LNT,$1B-$2B,163000000,21237000000,212000000,-263000000,188000000,42.1789
LNTH,$100M-$500M,-2807000,1651149000,-8669000,-44513000,108500000,5.2022
LOCO,$100M-$500M,4918000,592301000,-13843000,-5680000,3819000,22.8319
LOGI,$2B-$10B,644513000,3560753000,-606819000,-107863000,298318000,-2.0185
LOPE,$100M-$500M,59564000,930463000,-41234000,-37134000,62999000,18.7939
LOVE,$100M-$500M,-4115000,482180000,-522000,-4177000,6291000,-27.9249
LOW,$10B-$50B,2260000000,45917000000,-200000000,-304000000,2106000000,11.0372
LPG,$100M-$500M,71935018,1708913529,-35178821,68766198,118695170,-9.7474
LPLA,$2B-$10B,338884000,10385480000,-197855000,-350840000,-205920000,16.6779
LPSN,$100M-$500M,-17420000,835513000,-149806000,2839000,-5918000,-70.0565
LQDT,$100M-$500M,3967000,288970000,-17253000,-6356000,22335000,78.2674
LSTR,$1B-$2B,78195000,1801846000,-142467000,4336000,139035000,-2.6911
LTH,$500M-$1B,27460000,7032141000,72325000,-136851000,74348000,40.037
LULU,$2B-$10B,290405000,7091941000,-115399000,-138219000,45503000,-47.1752
LUV,$2B-$10B,-159000000,36487000000,-262000000,-1577000000,706000000,34.5496
LVS,$2B-$10B,147000000,21778000000,-36000000,-182000000,441000000,22.6912
LXFR,$100M-$500M,500000,372100000,5300000,-2000000,-14400000,13.0993
LXU,$100M-$500M,15901000,1298184000,-10688000,-63379000,59247000,74.2369
LYB,$10B-$50B,474000000,37000000000,-477000000,-371000000,482000000,-26.6879
LYFT,$1B-$2B,-187649000,4564467000,-27743000,449371000,-74040000,3.0829
LYV,$2B-$10B,-3169000,19074045000,225701000,-59789000,1155848000,66.8771
LZ,$100M-$500M,-2358000,447818000,-6755000,-7428000,29208000,-22.6619
LZB,$2B-$10B,150017000,1866263000,-144561000,-78371000,79004000,-3.7936
MA,$2B-$10B,2361000000,42448000000,-1955000000,-397000000,1919000000,15.0454
MAA,$500M-$1B,135910000,11484503000,15021000,-138385000,218310000,-11.2971
MAC,$100M-$500M,-58733000,7513512000,-174341000,118165000,80730000,40.7045
MAGN,$100M-$500M,-13584000,1563796000,15179000,-8787000,-79535000,-44.4032
MANH,$100M-$500M,38791000,673353000,-101688000,-666000,58716000,-43.101
MAR,$2B-$10B,757000000,25674000000,-782000000,-59000000,887000000,43.9283
MAS,$1B-$2B,205000000,5363000000,78000000,-59000000,33000000,11.7295
MASI,$500M-$1B,21300000,3041500000,-35200000,-11100000,400000,43.3507
MAT,$500M-$1B,-106471000,5831738000,-53209000,-42511000,-206380000,-8.9406
MATV,$500M-$1B,-7700000,2642400000,11700000,-19400000,-20700000,-42.7476
MATW,$1B-$2B,12830000,1887381000,-44899000,-31203000,44711000,12.167
MATX,$500M-$1B,34000000,4294600000,-104500000,-153500000,96700000,34.3666
MAX,$100M-$500M,-10266000,153925000,-7539000,-30000,12556000,-24.4844
MBC,$500M-$1B,35000000,2381700000,-42700000,-2700000,62100000,-36.6848
MBLY,$100M-$500M,-79000000,15577000000,-3000000,-26000000,171000000,-68.0354
MBUU,$1B-$2B,121933000,925924000,-112847000,-43505000,107990000,-27.0048
MCD,$2B-$10B,1802000000,56147000000,-558000000,-741000000,2420000000,20.4764
MCFT,$100M-$500M,4068000,353976000,-18831000,-92881000,104962000,25.3842
MCHP,$2B-$10B,1285500000,16370300000,-2327600000,-477700000,2842700000,-22.6994
MCK,>$50B,1114000000,62320000000,-6321000000,-89000000,4434000000,40.4983
MCO,$1B-$2B,501000000,14622000000,-216000000,-63000000,608000000,8.7588
MCS,$100M-$500M,-9466000,1065103000,5575000,-9531000,-7734000,68.4907
MCW,$100M-$500M,21136000,2881536000,894000,-63160000,67017000,0.6401
MCY,$1B-$2B,-45288000,7103397000,31931000,-69500000,18173000,83.5958
MDB,$100M-$500M,-54246000,2869642000,130000,211282000,53730000,-5.8696
MDLZ,$2B-$10B,2081000000,71391000000,-1757000000,636000000,1123000000,-10.6742
MDT,$10B-$50B,5039000000,90948000000,-5336000000,-1659000000,7346000000,13.074
MEC,$100M-$500M,2571000,496661000,8297000,-2255000,-6043000,32.3317
MED,$100M-$500M,39968000,309908000,-25896000,-2115000,64059000,-49.9771
MEG,$100M-$500M,-14719000,816786000,-4654000,-11727000,3029000,-52.7181
MEI,$500M-$1B,69000000,1579100000,-63600000,-27300000,83800000,-22.5744
MELI,$2B-$10B,201000000,17646000000,-112000000,-538000000,859000000,8.5674
MERC,$500M-$1B,-30578000,2662578000,28099000,-32624000,-49650000,-86.7948
MET,$10B-$50B,80000000,687584000000,-2295000000,-1504000000,2026000000,5.0891
META,$10B-$50B,5709000000,229623000000,-10516000000,-6743000000,13998000000,21.2833
MG,$100M-$500M,-4986000,534776000,-3951000,-4460000,4433000,129.3556
MGM,$2B-$10B,466807000,42368548000,-2380133000,212178000,704053000,-8.7093
MGNI,$100M-$500M,-98732000,2688806000,-51809000,-7467000,-30893000,0.4525
MGPI,$100M-$500M,31071000,1392348000,-4270000,-16945000,5021000,-72.7919
MGRC,$100M-$500M,71657000,2217283000,227547000,-263529000,35711000,12.2528
MGY,$100M-$500M,96335000,2756216000,-77765000,-150215000,219823000,15.0489
MHO,$1B-$2B,103066000,4022440000,-15684000,-4793000,251499000,10.5822
MIDD,$1B-$2B,99089000,6956137000,-63377000,-36450000,92002000,16.0594
MIR,$100M-$500M,-41900000,2718500000,24600000,-7500000,-2700000,77.8908
MKSI,$500M-$1B,-42000000,9118000000,-43000000,-17000000,37000000,109.2415
MKTX,$100M-$500M,73628000,2015067000,-48142000,-32754000,7527000,-19.6435
MLKN,$2B-$10B,25800000,4274800000,-22100000,-53200000,70400000,-34.1667
MLM,$1B-$2B,121000000,15125000000,-138000000,-152000000,161000000,12.6109
MLR,$100M-$500M,9220000,647210000,-2059000,-1749000,-6764000,-12.9296
MMI,$100M-$500M,-5833000,878411000,-24015000,117356000,-101207000,-9.2498
MMS,$2B-$10B,39995000,3985797000,-171671000,-24627000,175037000,-24.2474
MMSI,$100M-$500M,20703000,2325244000,-497000,-14856000,14545000,-21.3519
MNRO,$1B-$2B,61568000,1776877000,-85970000,-109801000,173759000,-25.2854
MNST,$1B-$2B,397444000,9686522000,-6049000,-52766000,424475000,50.1599
MO,$2B-$10B,1787000000,38570000000,-3045000000,-56000000,2984000000,45.5338
MOD,$2B-$10B,85200000,1565900000,39200000,-51000000,11500000,142.5904
MORN,$100M-$500M,-7600000,3403400000,-48800000,-700000,23400000,-40.109
MOS,$2B-$10B,434800000,23032800000,-209000000,-221400000,149000000,-20.4318
MOV,$100M-$500M,9128000,741496000,-30282000,-2883000,-21497000,10.5475
MPAA,$500M-$1B,7361000,1028565000,60215000,-7938000,-44862000,87.2611
MPC,$10B-$50B,2724000000,85987000000,-3907000000,-816000000,4057000000,30.8057
MQ,$100M-$500M,-68801000,1589691000,-24556000,-98330000,-10546000,-20.1275
MRCY,$500M-$1B,-20099000,2391367000,62330000,-29800000,-33864000,188.0044
MRK,$10B-$50B,2821000000,106675000000,-2054000000,-2359000000,1339000000,-1.7547
MRNA,$1B-$2B,79000000,18426000000,-542000000,2011000000,-1225000000,-57.9923
MRSH,$2B-$10B,1235000000,48030000000,773000000,-368000000,-819000000,-18.4292
MRVL,$1B-$2B,-168900000,21228500000,11600000,-102700000,208400000,63.3833
MSCI,$500M-$1B,238728000,5518219000,-158293000,-21762000,264141000,22.8133
MSFT,>$50B,52280000000,411976000000,-32522000000,-13546000000,58812000000,-16.5671
MSGE,$500M-$1B,101080000,1401157000,-85194000,13261000,132341000,89.7196
MSI,$2B-$10B,278000000,13336000000,-263000000,-53000000,-8000000,11.1918
MSTR,$100M-$500M,461193000,4762528000,187622000,-179774000,37397000,-9.0071
MTB,$2B-$10B,702000000,208264000000,1617000000,-1747000000,428000000,43.2582
MTCH,$500M-$1B,120691000,4507886000,-104932000,-19790000,120387000,21.2755
MTD,$500M-$1B,188426000,3355555000,-137635000,-22386000,153262000,-9.538
MTH,$2B-$10B,131301000,6353134000,-20095000,-8728000,124472000,-14.1453
MTRN,$100M-$500M,25588000,1762726000,-6291000,-29802000,38105000,68.1508
MTRX,$500M-$1B,-52025000,400504000,-110000,-6102000,2403000,28.6432
MTSI,$100M-$500M,55274000,1553244000,-29524000,-24972000,70747000,144.3827
MTUS,$100M-$500M,14400000,1175300000,-30200000,-9100000,9800000,-4.14
MTW,$500M-$1B,16500000,1706700000,-15100000,-8600000,15400000,17.0009
MTX,$500M-$1B,37000000,3346600000,-9200000,-24700000,33700000,-13.2153
MU,$10B-$50B,-195000000,64254000000,5095000000,-5361000000,1310000000,211.6705
MUR,$500M-$1B,191644000,9766697000,-114655000,-345319000,686282000,-5.1895
MWA,$500M-$1B,22500000,1505000000,-20100000,-15400000,-22200000,58.0273
MXL,$100M-$500M,9533000,1080257000,-6170000,-15511000,42159000,158.8839
MYE,$100M-$500M,12976000,541631000,-11470000,-9218000,25786000,62.2945
MYGN,$100M-$500M,-54700000,1146500000,-4900000,34600000,-33200000,-80.4998
MZTI,$1B-$2B,37592000,1112994000,-82652000,-78921000,184151000,-32.0771
NATL,$500M-$1B,36000000,5741000000,-91000000,-25000000,120000000,61.8089
NATR,$100M-$500M,860000,249773000,-1156000,-2325000,9325000,84.8404
NBIX,$100M-$500M,-76600000,3251400000,8200000,-42100000,-125200000,-6.9546
NBR,$500M-$1B,49224000,5277965000,2316000,-128131000,154050000,24.5212
NBTB,$100M-$500M,33658000,13309040000,86158000,-75560000,21847000,12.6166
NCNO,$100M-$500M,-11243000,1340430000,-13856000,-1961000,31303000,-43.3164
NDAQ,$1B-$2B,302000000,32294000000,-613000000,-133000000,565000000,51.0517
NDLS,$100M-$500M,-3115000,368095000,3755000,-10436000,7222000,-7.3899
NDSN,$1B-$2B,104261000,5251770000,64822000,-393153000,287905000,21.8763
NE,$500M-$1B,108063000,5507437000,-170521000,-62734000,-63080000,17.8484
NEE,$10B-$50B,2086000000,177489000000,6890000000,-7817000000,1673000000,31.78
NEM,$2B-$10B,351000000,55506000000,-350000000,-342000000,4279000000,175.3919
NEO,$100M-$500M,-30795000,1681229000,1379000,23742000,-12692000,-38.4229
NEOG,$500M-$1B,-28442000,4508764000,-118333000,194163000,-49938000,-39.0816
NET,$100M-$500M,-38082000,2759767000,1247000,15567000,36414000,124.761
NEWT,$100M-$500M,18550000,1429513000,186899000,-23898000,-116359000,3.1051
NEWTG,$100M-$500M,18550000,1429513000,186899000,-23898000,-116359000,1.5194
NFE,$500M-$1B,150206000,8223746000,43221000,-463268000,200140000,-97.0403
NFLX,$2B-$10B,1305120000,48731992000,-374073000,-263653000,2178740000,47.2684
NGVT,$100M-$500M,50700000,2623300000,-5600000,2500000,5300000,75.3547
NI,$1B-$2B,333000000,31077200000,117300000,-727800000,683400000,67.5657
NJR,$500M-$1B,115921000,6537496000,-55280000,-261737000,343121000,31.5912
NMIH,$100M-$500M,74458000,2940507000,-17406000,-33751000,89835000,21.8193
NMRK,$500M-$1B,-10350000,4471575000,498651000,-118059000,-398840000,60.4594
NNBR,$100M-$500M,-10175000,510885000,1251000,-3962000,226000,-12.0
NOC,$2B-$10B,842000000,46544000000,929000000,-309000000,-702000000,30.729
NOG,$500M-$1B,340191000,4484255000,195458000,-461220000,269308000,-29.245
NOVT,$100M-$500M,18265000,1226056000,-25066000,-3620000,10245000,-18.9197
NPKI,$100M-$500M,5620000,642336000,-30270000,921000,29444000,89.9285
NPO,$1B-$2B,37400000,2499500000,-12000000,-14800000,58500000,99.4874
NRDS,$100M-$500M,1700000,418600000,8100000,-7600000,16400000,-25.3595
NRG,$2B-$10B,-1335000000,26038000000,2536000000,-2350000000,-1598000000,104.237
NSC,$2B-$10B,466000000,41652000000,-686000000,-391000000,1173000000,47.3686
NSIT,$2B-$10B,49972000,6286350000,-140654000,-9106000,160160000,-63.2574
NSP,$1B-$2B,95000000,2120000000,-47000000,-9000000,40000000,-62.7871
NSSC,$100M-$500M,3084000,166654000,82000,-22713000,12416000,-11.4805
NTAP,$2B-$10B,937000000,9818000000,-1017000000,-561000000,1211000000,-16.1517
NTCT,$500M-$1B,35874000,2820560000,-54165000,-68353000,296013000,80.6627
NTGR,$100M-$500M,-9712000,847142000,2166000,-14597000,9122000,64.938
NTNX,$1B-$2B,-99514000,2526915000,-136361000,-40873000,214094000,-28.1898
NTRA,$100M-$500M,-136937000,1441699000,2301000,15870000,-81108000,89.4075
NTRS,$1B-$2B,334600000,150783100000,-4597700000,4919200000,-164900000,97.6729
NUE,$2B-$10B,1136542000,35340499000,-920674000,-769783000,1207173000,35.9372
NUS,$100M-$500M,11376000,1806463000,1380000,-14696000,-22077000,-29.8213
NVCR,$100M-$500M,-53061000,1146129000,5204000,82287000,-16727000,-28.315
NVDA,$2B-$10B,2043000000,65728000000,-380000000,-841000000,2911000000,47.469
NVR,$2B-$10B,344352000,6601757000,-28532000,-2915000,315522000,-14.8879
NVRI,$500M-$1B,-9525000,2854698000,-2159000,-22539000,36912000,123.6079
NWE,$100M-$500M,62530000,7280994000,-72456000,-136604000,213699000,44.839
NWL,$1B-$2B,-102000000,12163000000,128000000,-68000000,-77000000,-34.4427
NWN,$100M-$500M,71671000,4592096000,11187000,-73018000,176861000,48.6838
NWS,$2B-$10B,157000000,16921000000,-382000000,-440000000,670000000,7.5299
NWSA,$2B-$10B,157000000,16921000000,-382000000,-440000000,670000000,-4.0639
NXPI,$2B-$10B,615000000,24353000000,-198000000,-351000000,632000000,-24.0971
NXST,$1B-$2B,111000000,12078000000,-251000000,-36000000,494000000,23.7631
NXT,$1B-$2B,0,1419680000,-8656000,-5750000,-147113000,158.454
ODFL,$500M-$1B,285038000,5512393000,-194180000,-199875000,415367000,17.8077
OEC,$500M-$1B,42300000,1833400000,-62500000,-30500000,108100000,-65.9927
OFIX,$100M-$500M,-60938000,925315000,15983000,17084000,-34020000,-6.6917
OGS,$1B-$2B,102621000,7770994000,-310388000,-149879000,469066000,38.2022
OI,$2B-$10B,206000000,9425000000,-16000000,-98000000,-193000000,-4.048
OII,$500M-$1B,4060000,2239006000,-4936000,-15690000,-42919000,58.6874
OKE,$2B-$10B,1049000000,24464000000,-808000000,47000000,1221000000,7.315
OKTA,$500M-$1B,-119000000,8989000000,-326000000,59000000,129000000,-18.0696
OLED,$100M-$500M,39839000,1668961000,-23432000,40675000,47621000,-54.5161
OLLI,$100M-$500M,30980000,2091038000,-12198000,-99311000,35872000,-5.699
OMC,$2B-$10B,227500000,28044600000,-479000000,-37600000,-522100000,-14.8293
OMCL,$100M-$500M,-15000000,2226878000,3862000,-13640000,12770000,40.2069
ON,$1B-$2B,461700000,13215200000,-63400000,-562000000,408900000,-0.8411
ONB,$100M-$500M,146600000,49089836000,971920000,-640086000,53689000,39.4197
ONC,$100M-$500M,-348431000,5805275000,-19868000,241063000,-563777000,106.9577
ONEW,$500M-$1B,31704000,1770451000,220355000,-40379000,-169259000,-61.3396
ONTO,$100M-$500M,29068000,1909712000,-9470000,-13238000,50067000,34.633
OPCH,$1B-$2B,39208000,3217035000,-80402000,-5760000,89752000,0.9712
OPLN,$100M-$500M,12700000,5147900000,88900000,263600000,431900000,93.1009
OPTU,$2B-$10B,25865000,31923616000,81405000,-583095000,416846000,-22.5888
ORCL,$10B-$50B,6717000000,134384000000,-29126000000,11220000000,9539000000,1.3904
ORGO,$100M-$500M,-2969000,460025000,-1236000,-7562000,-5077000,-17.069
ORLY,$2B-$10B,516885000,13872995000,-541669000,-221520000,713764000,32.934
ORN,$100M-$500M,-12595000,416893000,3394000,-1300000,-3033000,29.6809
OSCR,$1B-$2B,-39772000,3601480000,506000,135509000,414715000,8.8959
OSIS,$500M-$1B,49397000,1555686000,-37050000,-30386000,72678000,107.6311
OSUR,$100M-$500M,27219000,482845000,-1331000,1016000,6002000,-31.1475
OSW,$100M-$500M,-15904000,706140000,-10306000,-1319000,2192000,56.697
OTEX,$2B-$10B,199113000,17089200000,4662276000,-5625003000,663904000,-25.1985
OTIS,$2B-$10B,331000000,10117000000,-341000000,-21000000,278000000,-19.6964
OTTR,$100M-$500M,62481000,3242568000,29910000,-100379000,55553000,2.546
OUT,$100M-$500M,-28900000,5582900000,20700000,-27700000,9400000,106.7265
OXY,$2B-$10B,1263000000,74008000000,-1080000000,-1598000000,2870000000,-9.4372
PAA,$10B-$50B,422000000,27355000000,-776000000,158000000,743000000,20.8171
PACS,$500M-$1B,37597000,3512739000,14915000,-57554000,79290000,20.6522
PAGP,$10B-$50B,69000000,28597000000,-775000000,158000000,742000000,23.9107
PAHC,$500M-$1B,21108000,971397000,33319000,-63736000,-6928000,232.6178
PANL,$100M-$500M,3474267,705179968,-19601075,8794492,11571650,-4.7771
PANW,$2B-$10B,212000000,14501100000,-91500000,-2396400000,2363400000,2.8284
PAR,$100M-$500M,-15905000,802606000,-2426000,-1767000,-16748000,-70.3641
PARR,$1B-$2B,237890000,3863950000,33754000,-2457000,139095000,157.3906
PATK,$500M-$1B,30173000,2562448000,32463000,-23577000,-950000,31.4512
PAYC,$100M-$500M,119296000,4197539000,183003000,-40618000,146103000,-12.4021
PAYO,$100M-$500M,7938000,7283119000,-364490000,-57004000,3902000,-8.2883
PBF,$2B-$10B,382100000,14387800000,-646400000,-378700000,437600000,-10.5979
PBH,$1B-$2B,205381000,3353729000,-7569000,-256511000,259922000,-15.3835
PBI,$500M-$1B,-7737000,4272185000,-79442000,-41413000,-39714000,199.4264
PCAR,$2B-$10B,733900000,40823400000,-690800000,-292700000,684800000,19.632
PCG,$2B-$10B,572000000,125698000000,1423000000,-2140000000,1185000000,-5.7167
PCTY,$500M-$1B,103568000,3695680000,-861958000,-298752000,206107000,-21.8622
PD,$100M-$500M,-12218000,925306000,-4069000,8563000,22152000,-70.5497
PDM,$100M-$500M,-1367000,4057082000,160180000,-45402000,40398000,14.0582
PEB,$100M-$500M,-22928000,5824973000,-57125000,105176000,46229000,3.3212
PECO,$100M-$500M,16619000,4865666000,23270000,-91418000,62763000,22.649
PEG,$2B-$10B,1287000000,50741000000,-380000000,-714000000,1837000000,8.488
PEGA,$100M-$500M,-20774000,1510736000,-29372000,-14413000,68107000,22.9696
PENG,$500M-$1B,-22227000,1505958000,222348000,-236996000,26550000,25.8568
PENN,$1B-$2B,514500000,16064200000,-83000000,-378200000,147700000,-6.3021
PEP,$10B-$50B,1932000000,100495000000,777000000,-532000000,-392000000,-6.2046
PFE,$10B-$50B,5543000000,226501000000,-2771000000,3315000000,1212000000,-1.7174
PFG,$2B-$10B,-140100000,305046700000,201700000,-1104100000,695300000,27.2929
PG,>$50B,11269000000,120829000000,-8253000000,-2702000000,11507000000,-12.4947
PGNY,$500M-$1B,17678000,756620000,-1846000,16127000,20961000,-35.7417
PGR,$10B-$50B,447900000,80407100000,-104600000,-2277200000,2449500000,-2.848
PGY,$100M-$500M,-60971000,1208376000,103024000,-99665000,-23673000,4.6267
PH,$10B-$50B,1374458000,29964472000,184757000,-8084915000,1794894000,89.3972
PHIN,$500M-$1B,35000000,4041000000,-3000000,-38000000,-33000000,82.8356
PHM,$2B-$10B,532259000,16087050000,-454853000,-24214000,711368000,16.1463
PII,$2B-$10B,113400000,5516300000,-41600000,-89100000,124200000,-23.2236
PJT,$100M-$500M,17336000,1434978000,-99485000,42659000,-22989000,43.3537
PKG,$1B-$2B,190100000,8681100000,-117300000,-115400000,280400000,15.8894
PKOH,$100M-$500M,5800000,1340700000,62000000,-30300000,-25900000,11.1949
PLAB,$100M-$500M,53915000,1526221000,-15242000,-62260000,109677000,106.7934
PLCE,$100M-$500M,-28834000,1014870000,7757000,-11037000,5134000,-59.8773
PLD,$1B-$2B,464623000,93020840000,172407000,-1049154000,1114297000,25.7143
PLPC,$100M-$500M,21398000,603151000,-9307000,-22295000,25430000,183.3701
PLTK,$500M-$1B,84100000,3175000000,-6100000,-15400000,20500000,-56.0433
PLTR,$500M-$1B,16802000,4522425000,25983000,-1554591000,187376000,402.5903
PLUS,$1B-$2B,105600000,1414826000,47176000,-1259000,-20571000,15.476
PLXS,$2B-$10B,83034000,3321172000,-18424000,-47615000,57156000,140.2614
PM,$2B-$10B,1995000000,65304000000,864000000,-591000000,-955000000,57.8153
PMTS,$100M-$500M,10873000,293683000,-792000,-4095000,8001000,-31.5328
PNR,$1B-$2B,129700000,6563300000,133300000,-16200000,-106600000,20.1671
PNTG,$100M-$500M,1850000,539691000,-5797000,-2326000,8996000,32.2303
PNW,$500M-$1B,1009000,24661153000,243753000,-453239000,211605000,34.1016
PODD,$100M-$500M,23800000,2588200000,-12100000,-42100000,500000,-6.6204
POR,$500M-$1B,74000000,11208000000,162000000,-276000000,-39000000,18.4853
POWI,$100M-$500M,6875000,819868000,-9457000,-18311000,16585000,-1.0044
POWL,$100M-$500M,1162000,752242000,-6762000,346000,55514000,426.2695
PPC,$2B-$10B,5187000,9810361000,26881000,-117471000,-161704000,-13.8047
PPG,$2B-$10B,264000000,21647000000,277000000,-64000000,85000000,-12.7212
PPL,$2B-$10B,285000000,39236000000,177000000,-503000000,430000000,40.3382
PRGS,$100M-$500M,23674000,1602783000,174798000,-371068000,46767000,-49.1033
PRSU,$100M-$500M,-20869000,1137322000,-6492000,-11359000,10069000,21.4621
PSA,$1B-$2B,517708000,19809216000,-563965000,-212311000,696893000,7.2976
PSX,$10B-$50B,1961000000,75501000000,-117000000,-265000000,1199000000,16.1598
PTC,$1B-$2B,138539000,6288842000,506998000,-859742000,391869000,-23.6631
PTCT,$100M-$500M,-138959000,1895698000,4094000,-28971000,-29491000,127.0942
PTEN,$500M-$1B,99678000,7420031000,-98339000,-116345000,234349000,9.7983
PTLO,$100M-$500M,-514000,1385541000,-16112000,-20190000,6486000,-33.9691
PTON,$2B-$10B,-1019900000,2769100000,70000000,-51400000,-332200000,59.3472
PUMP,$100M-$500M,28733000,1480312000,-3379000,-113750000,73060000,96.0739
PWP,$100M-$500M,-5123000,761108000,-33230000,97724000,-131942000,33.601
PWR,$2B-$10B,95046000,16237225000,242687000,-488624000,38409000,148.8748
PYPL,$2B-$10B,795000000,82166000000,-2781000000,153000000,1170000000,-21.4359
PZZA,$500M-$1B,22376000,875005000,-23212000,-18275000,40788000,-21.5924
QCOM,$10B-$50B,3939000000,51040000000,-3558000000,-357000000,4552000000,-36.0756
QDEL,$500M-$1B,48800000,8563100000,-59600000,-68900000,188900000,-63.2149
QLYS,$100M-$500M,29105000,812618000,-66340000,19662000,66813000,-39.7934
QNST,$100M-$500M,-12975000,337155000,-16677000,-10654000,-6131000,-19.9032
QRVO,$2B-$10B,1033353000,6691903000,-875510000,-595956000,1049243000,-27.2234
QTWO,$100M-$500M,-516000,1201425000,-160319000,77992000,3894000,-20.1403
QUAD,$500M-$1B,-24600000,1509700000,60300000,-26400000,-50600000,39.8917
QVCGA,$2B-$10B,20000000,11368000000,-122000000,112000000,16000000,-98.8214
QVCGP,$2B-$10B,20000000,11368000000,-122000000,112000000,16000000,-94.2381
RAMP,$500M-$1B,-33833000,1172703000,-66981000,7578000,-33369000,-3.819
RARE,$100M-$500M,-163972000,1491013000,-722000,111304000,-156867000,-40.7814
RBBN,$100M-$500M,-38305000,1144153000,-30119000,-2413000,11133000,-18.5976
RBCAA,$100M-$500M,28092000,6074091000,-35991000,-99145000,70736000,39.6984
RBLX,$500M-$1B,-268313000,6168078000,24722000,-2347780000,173781000,55.0795
RCL,$2B-$10B,-48000000,35131000000,-1784000000,-234000000,1310000000,62.8232
RDN,$100M-$500M,157757000,7593933000,-92052000,-30542000,116778000,14.2218
RDNT,$100M-$500M,-21005000,2690473000,-3821000,-65556000,32616000,0.5438
RDNW,$100M-$500M,-16900000,926300000,0,-5700000,9000000,68.5644
REAL,$100M-$500M,-82500000,446923000,-295000,-15920000,-30433000,272.4138
REG,$100M-$500M,97281000,12426913000,-123682000,-39050000,162099000,29.6093
RELL,$100M-$500M,18213000,198048000,860000,220000,-11413000,19.3929
RELY,$100M-$500M,-28314000,1036306000,-10908000,-43093000,-2296000,74.5492
RES,$100M-$500M,71524000,1187830000,-20028000,-61015000,132523000,26.3492
REX,$100M-$500M,6700000,664802000,-716000,21042000,-14006000,107.4561
REXR,$100M-$500M,60506000,10929829000,879443000,-765878000,119506000,-18.405
REYN,$500M-$1B,17000000,4780000000,-54000000,-22000000,88000000,-25.5872
REZI,$1B-$2B,57000000,6645000000,-9000000,-26000000,-4000000,105.4226
RGP,$500M-$1B,42591000,531999000,-64327000,1548000,63878000,-63.5581
