quarter,ticker,cik,metadata_status,item_202_8k_count,item_202_event_dates,item_202_accessions,primary_8k_docs,earnings_exhibit_docs,earnings_exhibit_doc_count,latest_periodic_form,latest_periodic_filing_date,latest_periodic_accession,latest_periodic_doc,primary_8k_cached_count,earnings_exhibit_cached_count,periodic_cached,ready_for_earnings_extraction,ready_for_periodic_extraction,quality_fail_reasons,audit_reasons
2021Q4,ACIW,935036,ok,1,2021-11-04,0000935036-21-000066,aciw-20211104.htm,aciw-20211104ex_991.htm;aciw-20211104ex_992.htm,2,10-Q,2021-11-04,0000935036-21-000068,aciw-20210930.htm,1,2,True,True,True,,ready
2021Q4,ACLS,1113232,ok,1,2021-11-03,0001104659-21-133647,tm2131675d1_8k.htm,tm2131675d1_ex99-1.htm,1,10-Q,2021-11-05,0001558370-21-014801,acls-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,ACT,1823529,ok,1,2021-11-02,0001823529-21-000005,act-20211102.htm,enact3q21earningsrelease.htm,1,10-Q,2021-11-04,0001823529-21-000008,act-20210930.htm,1,1,True,True,True,,ready
2021Q4,ACVA,1637873,ok,1,2021-11-10,0000950170-21-004067,acva-20211110.htm,acva-ex99_1.htm,1,10-Q,2021-11-10,0000950170-21-004170,acva-20210930.htm,1,1,True,True,True,,ready
2021Q4,ADBE,796343,ok,1,2021-12-16,0000796343-21-000247,adbe-20211216.htm,adbeex991q421.htm,1,10-Q,2021-09-29,0000796343-21-000210,adbe-20210903.htm,1,1,True,True,True,,ready
2021Q4,ADEA,1803696,ok,1,2021-11-08,0001564590-21-055258,xper-8k_20211108.htm,xper-ex991_6.htm,1,10-Q,2021-11-08,0001564590-21-055270,xper-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,ADI,6281,ok,1,2021-11-23,0000006281-21-000280,adi-20211123.htm,adiq421exhibit991.htm,1,10-K,2021-12-03,0000006281-21-000294,adi-20211030.htm,1,1,True,True,True,,ready
2021Q4,ADNT,1670541,ok,1,2021-11-10,0001670541-21-000105,adnt-20211110.htm,a11102021adientform8-kex991.htm,1,10-K,2021-11-23,0001670541-21-000133,adnt-20210930.htm,1,1,True,True,True,,ready
2021Q4,ADSK,769397,ok,1,2021-11-23,0000769397-21-000087,adsk-20211123.htm,q322pressrelease.htm,1,10-Q,2021-12-03,0000769397-21-000094,adsk-20211031.htm,1,1,True,True,True,,ready
2021Q4,ADTN,926282,ok,2,2021-10-15;2021-11-02,0000950170-21-002127;0000950170-21-002593,adtn-20211014.htm;adtn-20211101.htm,adtn-ex99_1.htm;adtn-ex99_1.htm,2,10-Q,2021-11-05,0000950170-21-003219,adtn-20210930.htm,2,2,True,True,True,,ready
2021Q4,ADUS,1468328,ok,1,2021-11-01,0001193125-21-315447,d251646d8k.htm,d251646dex991.htm,1,10-Q,2021-11-02,0001564590-21-053535,adus-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,ADV,1776661,ok,1,2021-11-09,0000947871-21-001154,ss602968_8k.htm,ss602968_ex9901.htm;ss602968_ex9902.htm;ss602968_ex9903.htm,3,10-Q,2021-11-09,0000950170-21-003733,adv-20210930.htm,1,3,True,True,True,,ready
2021Q4,AEE,1002910,ok,1,2021-11-03,0001002910-21-000112,aee-20211103.htm,q32021ex991earningsrelease.htm;q32021ex992earningsrelease.htm,2,10-Q,2021-11-04,0001002910-21-000113,aee-20210930.htm,1,2,True,True,True,,ready
2021Q4,AEIS,927003,ok,1,2021-11-08,0001558370-21-015045,aeis-20211108x8k.htm,aeis-20211108xex99d1.htm,1,10-Q,2021-11-09,0001558370-21-015308,aeis-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,AEO,919012,ok,1,2021-11-23,0001564590-21-057986,aeo-8k_20211123.htm,aeo-ex991_6.htm,1,10-Q,2021-11-23,0001564590-21-058069,aeo-10q_20211030.htm,1,1,True,True,True,,ready
2021Q4,AEP,4904,ok,1,2021-10-28,0000004904-21-000066,aep-20211028.htm,a3q20218kpressreleaseex991.htm,1,10-Q,2021-10-28,0000004904-21-000069,aep-20210930.htm,1,1,True,True,True,,ready
2021Q4,AES,874761,ok,1,2021-11-03,0000874761-21-000075,aes-20211103.htm,q32021earningsreleaseexs.htm,1,10-Q,2021-11-03,0000874761-21-000074,aes-20210930.htm,1,1,True,True,True,,ready
2021Q4,AESI,0001984060,ok,0,,,,,0,,,,,0,0,False,False,False,,missing_8k_item_202;missing_10q_10k_before_or_in_qtr;earnings_docs_not_ready;periodic_doc_not_ready
2021Q4,AFL,4977,ok,1,2021-10-27,0000004977-21-000142,afl-20211027.htm,aflex991-q32021.htm,1,10-Q,2021-10-28,0000004977-21-000145,afl-20210930.htm,1,1,True,True,True,,ready
2021Q4,AFRM,1820953,ok,1,2021-11-10,0001820953-21-000115,afrm-20211110.htm,affirm_q122earningsrelease.htm,1,10-Q,2021-11-15,0001820953-21-000117,afrm-20210930.htm,1,1,True,True,True,,ready
2021Q4,AGX,100591,ok,1,2021-12-08,0001558370-21-016618,agx-20211208x8k.htm,agx-20211208xex99d1.htm,1,10-Q,2021-12-08,0001558370-21-016622,agx-20211031x10q.htm,1,1,True,True,True,,ready
2021Q4,AGYS,78749,ok,1,2021-10-26,0001564590-21-051985,agys-8k_20211026.htm,agys-ex991_6.htm,1,10-Q,2021-10-28,0001564590-21-052677,agys-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,AHCO,1725255,ok,1,2021-11-04,0001104659-21-133991,tm2131927d1_8k.htm,tm2131927d1_ex99-1.htm,1,10-Q,2021-11-09,0001558370-21-015268,ahco-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,AHR,1632970,ok,0,,,,,0,10-Q,2021-11-15,0001632970-21-000113,ahr-20210930.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready
2021Q4,AHRT,1569187,ok,1,2021-11-02,0001569187-21-000077,ahh-20211102.htm,ahh2021q3ex991earningsrele.htm;ex992ahhq32021supplement.htm,2,10-Q,2021-11-05,0001569187-21-000079,ahh-20210930.htm,1,2,True,True,True,,ready
2021Q4,AI,1577526,ok,1,2021-12-01,0001628280-21-024308,ai-20211127.htm,ex991-fy22xq2earnings.htm,1,10-Q,2021-12-02,0001628280-21-024342,ai-20211031.htm,1,1,True,True,True,,ready
2021Q4,AIOT,1774170,ok,1,2021-11-04,0001493152-21-027187,form8-k.htm,ex99-1.htm,1,10-Q,2021-11-10,0001493152-21-027741,form10-q.htm,1,1,True,True,True,,ready
2021Q4,AJG,354190,ok,1,2021-10-28,0001193125-21-311342,d206723d8k.htm,d206723dex991.htm,1,10-Q,2021-10-29,0001564590-21-052810,ajg-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,AKAM,1086222,ok,1,2021-11-02,0001086222-21-000279,akam-20211102.htm,exhibit991-q32021.htm,1,10-Q,2021-11-08,0001086222-21-000285,akam-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALB,915913,ok,1,2021-11-03,0000915913-21-000178,alb-20211103.htm,a3q21earningsreleaseex991.htm,1,10-Q,2021-11-04,0000915913-21-000181,alb-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALG,897077,ok,1,2021-11-03,0000897077-21-000158,alg-20211103.htm,ex991q32021.htm,1,10-Q,2021-11-03,0000897077-21-000161,alg-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALGM,866291,ok,2,2021-10-28;2021-10-28,0000866291-21-000044;0000866291-21-000042,algm-20211028.htm;algm-20211028.htm,earningsreleaseq2fy228ka.htm;earningsreleaseq2fy22.htm,2,10-Q,2021-10-29,0000866291-21-000046,algm-20210924.htm,2,2,True,True,True,,ready
2021Q4,ALGN,1097149,ok,1,2021-10-27,0001097149-21-000064,algn-20211027.htm,algn_q3earningspressrelease.htm,1,10-Q,2021-11-02,0001097149-21-000073,algn-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALGT,1362468,ok,1,2021-10-27,0001362468-21-000061,algt-20211027.htm,a2021q38-kex991.htm,1,10-Q,2021-10-28,0001362468-21-000064,algt-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALKS,1520262,ok,1,2021-10-27,0001564590-21-052159,alks-8k_20211027.htm,alks-ex991_6.htm;alks-ex992_7.htm,2,10-Q,2021-10-27,0001564590-21-052176,alks-10q_20210930.htm,1,2,True,True,True,,ready
2021Q4,ALLE,1579241,ok,1,2021-10-21,0001579241-21-000072,alle-20211021.htm,exhibit991-pressreleasedat.htm,1,10-Q,2021-10-21,0001579241-21-000074,alle-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALRM,1459200,ok,1,2021-11-04,0001459200-21-000034,alrm-20211104.htm,ex991earningsreleaseseptem.htm,1,10-Q,2021-11-04,0001459200-21-000035,alrm-20210930.htm,1,1,True,True,True,,ready
2021Q4,ALTG,1759824,ok,1,2021-11-12,0001564590-21-056490,altg-8k_20211112.htm,altg-ex991_6.htm,1,10-Q,2021-11-12,0001564590-21-056481,altg-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,AMC,1411579,ok,1,2021-11-08,0001411579-21-000067,amc-20211108x8k.htm,amc-20211108ex991c7fb50.htm,1,10-Q,2021-11-08,0001411579-21-000069,amc-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,AMCX,1514991,ok,1,2021-11-05,0001514991-21-000059,amcx-20211105.htm,amcx-11521ex991.htm,1,10-Q,2021-11-05,0001514991-21-000061,amcx-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMD,2488,ok,1,2021-10-26,0000002488-21-000176,amd-20211026.htm,q32021991.htm;updated2_amdq321financia.htm,2,10-Q,2021-10-27,0000002488-21-000178,amd-20210925.htm,1,2,True,True,True,,ready
2021Q4,AME,1037868,ok,1,2021-11-02,0001037868-21-000038,ame-20211102.htm,ametek8kexhibit99111-2x21.htm,1,10-Q,2021-11-02,0001037868-21-000040,ame-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMGN,318154,ok,1,2021-11-02,0000318154-21-000042,amgn-20211102.htm,amgn-2021930xq3ex991.htm,1,10-Q,2021-11-03,0000318154-21-000045,amgn-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMKR,1047127,ok,1,2021-10-25,0001047127-21-000038,amkr-20211025.htm,amkr9302021erex-991.htm,1,10-Q,2021-10-29,0001047127-21-000043,amkr-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMN,1142750,ok,1,2021-11-04,0001142750-21-000042,amn-20211104.htm,amn-ex991x20210930xearning.htm,1,10-Q,2021-11-05,0001142750-21-000046,amn-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMPH,1297184,ok,1,2021-11-08,0001297184-21-000062,amph-20211108x8k.htm,amph-20211108ex991899acc.htm,1,10-Q,2021-11-09,0001297184-21-000064,amph-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,AMR,1704715,ok,1,2021-11-05,0001704715-21-000073,amr-20211105.htm,pressrelease9302021.htm,1,10-Q,2021-11-05,0001704715-21-000074,amr-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMRX,1723128,ok,1,2021-11-03,0001723128-21-000035,amrx-20211103.htm,amrx-q32021ex991.htm,1,10-Q,2021-11-08,0001723128-21-000039,amrx-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMT,1053507,ok,1,2021-10-28,0001053507-21-000156,amt-20211028.htm,pressreleaseq32021.htm,1,10-Q,2021-10-28,0001053507-21-000159,amt-20210930.htm,1,1,True,True,True,,ready
2021Q4,AMWD,794619,ok,1,2021-11-23,0000794619-21-000083,amwd-20211123.htm,ex991202110318k.htm,1,10-Q,2021-11-23,0000794619-21-000087,amwd-20211031.htm,1,1,True,True,True,,ready
2021Q4,ANDE,821026,ok,1,2021-11-02,0000821026-21-000184,ande-20211102.htm,q32021ex-99pressrelease.htm,1,10-Q,2021-11-04,0000821026-21-000197,ande-20210930.htm,1,1,True,True,True,,ready
2021Q4,ANET,1596532,ok,1,2021-11-01,0001596532-21-000351,anet-20211101.htm,ex991q321-earningsrelease.htm,1,10-Q,2021-11-02,0001596532-21-000354,anet-20210930.htm,1,1,True,True,True,,ready
2021Q4,ANF,1018840,ok,1,2021-11-24,0001018840-21-000068,anf-20211123.htm,q32021investorpresentati.htm;q32021pressrelease.htm,2,10-Q,2021-12-06,0001018840-21-000073,anf-20211030.htm,1,2,True,True,True,,ready
2021Q4,ANGI,1705110,ok,2,2021-10-12;2021-11-04,0001104659-21-125330;0001104659-21-134460,tm2129795d1_8k.htm;tm2131953d1_8k.htm,tm2131953d1_ex99-1.htm,1,10-Q,2021-11-05,0001705110-21-000121,angi-20210930.htm,2,1,True,True,True,,ready
2021Q4,ANGO,1275187,ok,0,,,,,0,10-Q,2021-09-30,0001275187-21-000023,ango-20210831.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready
2021Q4,AON,315293,ok,1,2021-10-29,0001628280-21-020779,aon-20211029.htm,ex991prq32021.htm,1,10-Q,2021-10-29,0001628280-21-020852,aon-20210930.htm,1,1,True,True,True,,ready
2021Q4,AOS,91142,ok,1,2021-10-28,0000091142-21-000139,aos-20211028.htm,a9302021exhibit991.htm,1,10-Q,2021-10-29,0000091142-21-000142,aos-20210930.htm,1,1,True,True,True,,ready
2021Q4,AOSL,1387467,ok,1,2021-11-04,0001157523-21-001341,a52521884.htm,a52521884_ex991.htm;a52521884_ex992.htm,2,10-Q,2021-11-05,0001387467-21-000080,aosl-20210930.htm,1,2,True,True,True,,ready
2021Q4,APAM,1517302,ok,1,2021-10-26,0001517302-21-000060,apam-20211026.htm,artisan3q21earningsrelease.htm;artisan3q21pressrelease.htm,2,10-Q,2021-10-27,0001517302-21-000064,apam-20210930.htm,1,2,True,True,True,,ready
2021Q4,APD,2969,ok,1,2021-11-04,0000002969-21-000047,apd-20211104.htm,exhibit99130sep21.htm,1,10-K,2021-11-18,0000002969-21-000055,apd-20210930.htm,1,1,True,True,True,,ready
2021Q4,APEI,1201792,ok,1,2021-11-08,0001104659-21-135698,tm2132264d1_8k.htm,tm2132264d1_ex99-1.htm;tm2132264d1_ex99-2.htm,2,10-Q,2021-11-08,0001201792-21-000012,apei-20210930.htm,1,2,True,True,True,,ready
2021Q4,APH,820313,ok,1,2021-10-27,0001558370-21-013572,aph-20211027x8k.htm,aph-20211027xex99d1.htm,1,10-Q,2021-10-29,0001558370-21-013825,aph-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,APLE,1418121,ok,1,2021-11-04,0001564590-21-054495,aple-8k_20211104.htm,aple-ex991_6.htm,1,10-Q,2021-11-04,0001564590-21-054504,aple-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,APO,0001858681,ok,0,,,,,0,,,,,0,0,False,False,False,,missing_8k_item_202;missing_10q_10k_before_or_in_qtr;earnings_docs_not_ready;periodic_doc_not_ready
2021Q4,APP,1751008,ok,1,2021-11-10,0001193125-21-325960,d220088d8k.htm,d220088dex991.htm;d220088dex992.htm,2,10-Q,2021-11-12,0001751008-21-000009,app-20210930.htm,1,2,True,True,True,,ready
2021Q4,APPF,1433195,ok,1,2021-11-08,0001433195-21-000105,appf-20211108.htm,appfq32021exhibit991.htm,1,10-Q,2021-11-08,0001433195-21-000106,appf-20210930.htm,1,1,True,True,True,,ready
2021Q4,APPN,1441683,ok,2,2021-11-04;2021-12-07,0001441683-21-000084;0001441683-21-000094,appn-20211104.htm;appn-20211207.htm,appnex991earningsrelease-9.htm;appnexhibit991-12721.htm,2,10-Q,2021-11-04,0001441683-21-000085,appn-20210930.htm,2,2,True,True,True,,ready
2021Q4,APTV,1521332,ok,1,2021-11-04,0001521332-21-000052,aptv-20211104.htm,aptvq32021ex991.htm,1,10-Q,2021-11-04,0001521332-21-000055,aptv-20210930.htm,1,1,True,True,True,,ready
2021Q4,ARCB,894405,ok,1,2021-11-02,0001558370-21-013975,arcb-20211102x8k.htm,arcb-20211102xex99d1.htm;arcb-20211102xex99d2.htm;arcb-20211102xex99d3.htm,3,10-Q,2021-11-05,0001558370-21-014850,arcb-20210930x10q.htm,1,3,True,True,True,,ready
2021Q4,ARES,1176948,ok,1,2021-10-27,0001628280-21-020560,ares-20211027.htm,a2021q3-ex991.htm;a2021q3-ex992earningspre.htm,2,10-Q,2021-11-05,0001628280-21-021878,ares-20210930.htm,1,2,True,True,True,,ready
2021Q4,ARLO,1736946,ok,1,2021-11-09,0001736946-21-000057,arlo-20211109.htm,arloex99121q3earningsrelea.htm,1,10-Q,2021-11-10,0001736946-21-000060,arlo-20211003.htm,1,1,True,True,True,,ready
2021Q4,ARLP,1086600,ok,1,2021-10-25,0001558370-21-013426,arlp-20211025x8k.htm,arlp-20211025xex99d1.htm,1,10-Q,2021-11-04,0001558370-21-014490,arlp-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,AROC,1389050,ok,1,2021-11-02,0001389050-21-000046,aroc-20211101x8k.htm,aroc-20211101ex9912cea68.htm,1,10-Q,2021-11-02,0001389050-21-000048,aroc-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,ARRY,1820721,ok,1,2021-11-12,0001820721-21-000090,arry-20211111.htm,exhibit9912021q3pressrelea.htm;exhibit992q3earningspres.htm;exhibit9933q21earngstrns.htm,3,10-Q,2021-11-12,0001820721-21-000095,arry-20210930.htm,1,3,True,True,True,,ready
2021Q4,ARWR,879407,ok,1,2021-11-22,0001564590-21-057878,arwr-8k_20211122.htm,arwr-ex991_6.htm,1,10-K,2021-11-22,0001564590-21-057888,arwr-10k_20210930.htm,1,1,True,True,True,,ready
2021Q4,ASAN,1477720,ok,1,2021-12-02,0001477720-21-000062,asan-20211202.htm,asana8-kex991q3fy22.htm,1,10-Q,2021-12-03,0001477720-21-000065,asan-20211031.htm,1,1,True,True,True,,ready
2021Q4,ASB,7789,ok,1,2021-10-21,0000007789-21-000070,asb-20211021.htm,asb3q21earningspresentat.htm;asb9302021ex991.htm,2,10-Q,2021-10-28,0000007789-21-000073,asb-20210930.htm,1,2,True,True,True,,ready
2021Q4,ASGN,890564,ok,1,2021-10-28,0000890564-21-000033,asgn-20211028.htm,earningsrelease-q321.htm,1,10-Q,2021-11-09,0000890564-21-000037,asgn-20210930.htm,1,1,True,True,True,,ready
2021Q4,ASIX,1673985,ok,1,2021-10-29,0001673985-21-000141,asix-20211027.htm,exhibit99q32021prearningso.htm,1,10-Q,2021-10-29,0001673985-21-000144,asix-20210930.htm,1,1,True,True,True,,ready
2021Q4,ASO,1817358,ok,1,2021-12-10,0001817358-21-000212,aso-20211210.htm,exhibit991pressreleaseq320.htm,1,10-Q,2021-12-10,0001817358-21-000215,aso-20211030.htm,1,1,True,True,True,,ready
2021Q4,ASTH,1083446,ok,1,2021-11-04,0001628280-21-021770,ameh-20211104.htm,exhibit991-pressrelease093.htm;exhibit992-supplementaldec.htm;exhibit993-appointmentofof.htm,3,10-Q,2021-11-05,0001628280-21-022011,ameh-20210930.htm,1,2,True,True,True,earnings_exhibit:exhibit_not_earnings_like,ready
2021Q4,ATKR,1666138,ok,1,2021-11-18,0001666138-21-000165,atkr-20211118.htm,atkr4q21exhibit991.htm;q42021-earningspresentat.htm,2,10-K,2021-11-18,0001666138-21-000163,atkr-20210930.htm,1,2,True,True,True,,ready
2021Q4,ATMU,0001921963,ok,0,,,,,0,,,,,0,0,False,False,False,,missing_8k_item_202;missing_10q_10k_before_or_in_qtr;earnings_docs_not_ready;periodic_doc_not_ready
2021Q4,ATNI,879585,ok,1,2021-10-28,0001104659-21-130597,tm2131222d1_8k.htm,tm2131222d1_ex99-1.htm,1,10-Q,2021-11-09,0001558370-21-015241,atni-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,ATO,731802,ok,1,2021-11-10,0001193125-21-326123,d236411d8k.htm,d236411dex991.htm,1,10-K,2021-11-12,0000731802-21-000040,ato-20210930.htm,1,1,True,True,True,,ready
2021Q4,ATRO,8063,ok,1,2021-11-08,0000008063-21-000034,atro-20211108.htm,ex99120211002-pr.htm,1,10-Q,2021-11-09,0000008063-21-000038,atro-20211002.htm,1,1,True,True,True,,ready
2021Q4,AVA,104918,ok,1,2021-11-03,0000950170-21-002710,ava-20211103.htm,ava-ex99_1.htm,1,10-Q,2021-11-03,0000950170-21-002708,ava-20210930.htm,1,1,True,True,True,,ready
2021Q4,AVAV,1368622,ok,1,2021-12-07,0001558370-21-016582,avav-20211207x8k.htm,avav-20211207xex99d1.htm;avav-20211207xex99d2.htm,2,10-Q,2021-12-08,0001558370-21-016596,avav-20211030x10q.htm,1,2,True,True,True,,ready
2021Q4,AVB,915912,ok,1,2021-10-28,0000915912-21-000021,avb-20211027.htm,q32021ex-991.htm;q32021ex-992.htm,2,10-Q,2021-11-04,0000915912-21-000023,avb-20210930.htm,1,2,True,True,True,,ready
2021Q4,AVD,5981,ok,1,2021-11-10,0001193125-21-325750,d257789d8k.htm,d257789dex991.htm,1,10-Q,2021-11-08,0001564590-21-055274,avd-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,AVNS,1606498,ok,1,2021-11-02,0001628280-21-021082,avns-20211102.htm,avns3q2021form8kex991.htm,1,10-Q,2021-11-02,0001628280-21-021202,avns-20210930.htm,1,1,True,True,True,,ready
2021Q4,AVNT,1122976,ok,1,2021-10-28,0001122976-21-000053,avnt-20211028.htm,avnt-20210930xnewsrelease.htm,1,10-Q,2021-10-28,0001122976-21-000056,avnt-20210930.htm,1,1,True,True,True,,ready
2021Q4,AVNW,1377789,ok,1,2021-11-03,0001377789-21-000081,avnw-20211103.htm,q1fy22pressreleaseexsavnw.htm,1,10-Q,2021-11-03,0001377789-21-000082,avnw-20211001.htm,1,1,True,True,True,,ready
2021Q4,AVY,8818,ok,1,2021-10-27,0001193125-21-308649,d248012d8k.htm,d248012dex991.htm;d248012dex992.htm,2,10-Q,2021-11-02,0001193125-21-316999,d175373d10q.htm,1,2,True,True,True,,ready
2021Q4,AWK,1410636,ok,1,2021-11-02,0001193125-21-317012,d223860d8k.htm,d223860dex991.htm;d223860dex992.htm,2,10-Q,2021-11-02,0001410636-21-000199,awk-20210930.htm,1,2,True,True,True,,ready
2021Q4,AWR,1056903,ok,1,2021-11-01,0001056903-21-000128,awr-20211101.htm,exhibit991pressrelease2021.htm,1,10-Q,2021-11-01,0001056903-21-000126,awr-20210930.htm,1,1,True,True,True,,ready
2021Q4,AXON,1069183,ok,1,2021-11-15,0001069183-21-000020,axon-20211115x8k.htm,axon-20211115ex9910f8ae1.htm,1,10-Q,2021-11-15,0001558370-21-016019,axon-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,AXP,4962,ok,1,2021-10-22,0000004962-21-000058,axp-20211022.htm,q321exhibit991.htm;q321exhibit992.htm,2,10-Q,2021-10-22,0000004962-21-000060,axp-20210930.htm,1,2,True,True,True,,ready
2021Q4,AZZ,8947,ok,0,,,,,0,10-Q,2021-10-12,0000008947-21-000181,azz-20210831.htm,0,0,True,False,True,,missing_8k_item_202;earnings_docs_not_ready
2021Q4,BALL,9389,ok,1,2021-11-04,0000009389-21-000193,bll-20211104x8k.htm,bll-20211104xex99.htm,1,10-Q,2021-11-05,0001558370-21-014796,bll-20210930x10q.htm,1,1,True,True,True,,ready
2021Q4,BANC,1169770,ok,1,2021-10-21,0001169770-21-000034,banc-20211021.htm,ex991q32021earningsrelease.htm,1,10-Q,2021-11-08,0001169770-21-000037,banc-20210930.htm,1,1,True,True,True,,ready
2021Q4,BARK,1819574,ok,1,2021-11-10,0001819574-21-000065,bark-20211110.htm,exhibit991-q22022pressrele.htm,1,10-Q,2021-11-12,0001819574-21-000070,bark-20210930.htm,1,1,True,True,True,,ready
2021Q4,BAX,10456,ok,1,2021-10-28,0001628280-21-020690,bax-20211028.htm,bax-20210930xex991.htm,1,10-Q,2021-10-28,0001628280-21-020692,bax-20210930.htm,1,1,True,True,True,,ready
2021Q4,BBBY,1130713,ok,1,2021-10-28,0001130713-21-000047,ostk-20211028.htm,ex991q321pressrelease.htm,1,10-Q,2021-11-04,0001130713-21-000051,ostk-20210930.htm,1,1,True,True,True,,ready
2021Q4,BBSI,902791,ok,1,2021-11-03,0001104659-21-133678,tm2131781d1_8k.htm,tm2131781d1_ex99-1.htm,1,10-Q,2021-11-03,0001564590-21-054054,bbsi-10q_20210930.htm,1,1,True,True,True,,ready
2021Q4,BBT,1108134,ok,1,2021-10-21,0001104659-21-128383,tm2130667d1_8k.htm,tm2130667d1_ex99-1.htm,1,10-Q,2021-11-09,0001108134-21-000025,bhlb-20210930.htm,1,1,True,True,True,,ready
