quarter,ticker,event_date,event_accession,extraction_source,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,semantic_text_len,semantic_parse_status,table_count,json_path
2024Q3,LXU,2024-07-31,0000950170-24-088612,sec_parser_table_xbrl,6,6,6,6,3908,19129,19046,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/LXU/LXU_2024-07-31_000095017024088612.json
2024Q3,LYFT,2024-08-07,0001759509-24-000096,sec_parser_table_xbrl,6,6,6,6,4043,26751,26358,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/LYFT/LYFT_2024-08-07_000175950924000096.json
2024Q3,LYV,2024-07-30,0001335258-24-000123,sec_parser_table_xbrl,6,3,6,6,3497,32017,31462,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/LYV/LYV_2024-07-30_000133525824000123.json
2024Q3,LZ,2024-07-10,0001193125-24-176824,sec_parser_table_xbrl,5,5,6,3,13182,15393,15392,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/LZ/LZ_2024-07-10_000119312524176824.json
2024Q3,LZB,2024-08-20,0000057131-24-000080,sec_parser_table_xbrl,6,3,6,6,3445,25646,25215,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/LZB/LZB_2024-08-20_000005713124000080.json
2024Q3,MA,2024-07-31,0001141391-24-000159,sec_parser_table_xbrl,6,3,6,6,3591,37994,36968,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MA/MA_2024-07-31_000114139124000159.json
2024Q3,MAA,2024-07-31,0000950170-24-088601,sec_parser_table_xbrl,6,6,6,6,5326,78121,77940,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAA/MAA_2024-07-31_000095017024088601.json
2024Q3,MAC,2024-07-31,0000912242-24-000120,sec_parser_table_xbrl,6,6,6,6,3900,77235,75514,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAC/MAC_2024-07-31_000091224224000120.json
2024Q3,MAGN,2024-08-08,0000041719-24-000030,sec_parser_table_xbrl,6,5,6,6,3394,28242,27706,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAGN/MAGN_2024-08-08_000004171924000030.json
2024Q3,MANH,2024-07-23,0000950170-24-085622,sec_parser_table_xbrl,6,6,6,5,5727,23010,22975,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MANH/MANH_2024-07-23_000095017024085622.json
2024Q3,MAR,2024-07-31,0001628280-24-033622,sec_parser_table_xbrl,6,5,6,6,3158,53968,52645,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAR/MAR_2024-07-31_000162828024033622.json
2024Q3,MAS,2024-07-25,0000062996-24-000026,sec_parser_table_xbrl,6,3,6,6,3432,18000,17491,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAS/MAS_2024-07-25_000006299624000026.json
2024Q3,MASI,2024-07-09,0000937556-24-000056,sec_parser_table_xbrl,4,6,6,6,4309,25552,25733,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MASI/MASI_2024-07-09_000093755624000056.json
2024Q3,MAT,2024-07-23,0001628280-24-032594,sec_parser_table_xbrl,6,6,6,6,3826,44136,43261,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAT/MAT_2024-07-23_000162828024032594.json
2024Q3,MATV,2024-08-07,0001000623-24-000034,sec_parser_table_xbrl,6,2,6,6,3200,36180,35399,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MATV/MATV_2024-08-07_000100062324000034.json
2024Q3,MATW,2024-08-02,0000063296-24-000062,sec_parser_table_xbrl,6,6,6,6,4199,57368,57446,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MATW/MATW_2024-08-02_000006329624000062.json
2024Q3,MATX,2024-08-01,0001558370-24-010599,sec_parser_table_xbrl,6,6,6,6,3511,45897,44867,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MATX/MATX_2024-08-01_000155837024010599.json
2024Q3,MAX,2024-07-31,0001818383-24-000059,sec_parser_table_xbrl,6,6,6,6,3824,47811,47287,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MAX/MAX_2024-07-31_000181838324000059.json
2024Q3,MBC,2024-08-06,0001941365-24-000094,sec_parser_table_xbrl,6,6,6,6,3551,29174,28780,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MBC/MBC_2024-08-06_000194136524000094.json
2024Q3,MBLY,2024-08-01,0001104659-24-084598,sec_parser_table_xbrl,6,6,6,6,3415,28215,28529,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MBLY/MBLY_2024-08-01_000110465924084598.json
2024Q3,MBUU,2024-08-29,0001590976-24-000070,sec_parser_table_xbrl,6,5,6,6,2961,44020,43637,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MBUU/MBUU_2024-08-29_000159097624000070.json
2024Q3,MCD,2024-07-29,0000063908-24-000119,sec_parser_table_xbrl,6,6,6,6,3434,85691,84719,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCD/MCD_2024-07-29_000006390824000119.json
2024Q3,MCFT,2024-08-29,0000950170-24-101580,sec_parser_table_xbrl,6,6,6,6,3417,27412,27312,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCFT/MCFT_2024-08-29_000095017024101580.json
2024Q3,MCHP,2024-08-01,0000827054-24-000138,sec_parser_table_xbrl,6,6,6,6,3666,34939,34551,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCHP/MCHP_2024-08-01_000082705424000138.json
2024Q3,MCO,2024-07-23,0001059556-24-000123,sec_parser_table_xbrl,6,6,6,6,4129,45399,44100,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCO/MCO_2024-07-23_000105955624000123.json
2024Q3,MCS,2024-08-01,0000062234-24-000044,sec_parser_table_xbrl,6,1,6,6,3082,27833,27519,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCS/MCS_2024-08-01_000006223424000044.json
2024Q3,MCW,2024-07-31,0000950170-24-088556,sec_parser_table_xbrl,6,3,6,6,3414,24684,24637,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCW/MCW_2024-07-31_000095017024088556.json
2024Q3,MCY,2024-07-30,0001193125-24-188856,sec_parser_table_xbrl,6,0,6,6,3434,18657,18654,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MCY/MCY_2024-07-30_000119312524188856.json
2024Q3,MDB,2024-08-29,0001441816-24-000185,sec_parser_table_xbrl,6,4,6,6,3445,29912,29474,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MDB/MDB_2024-08-29_000144181624000185.json
2024Q3,MDLZ,2024-07-30,0001103982-24-000091,sec_parser_table_xbrl,6,6,6,6,4421,82464,80141,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MDLZ/MDLZ_2024-07-30_000110398224000091.json
2024Q3,MEC,2024-08-06,0001558370-24-011107,sec_parser_table_xbrl,6,6,6,6,3144,33529,32750,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MEC/MEC_2024-08-06_000155837024011107.json
2024Q3,MED,2024-08-05,0001628280-24-034743,sec_parser_table_xbrl,6,3,6,6,3393,17470,17202,sec_parser,4,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MED/MED_2024-08-05_000162828024034743.json
2024Q3,MEG,2024-08-06,0000950170-24-091889,sec_parser_table_xbrl,6,6,6,6,4323,33927,33810,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MEG/MEG_2024-08-06_000095017024091889.json
2024Q3,MEI,2024-07-11,0000950170-24-082851,sec_parser_table_xbrl,6,6,6,6,4431,59326,59139,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MEI/MEI_2024-07-11_000095017024082851.json
2024Q3,MELI,2024-08-01,0001099590-24-000023,sec_parser_table_xbrl,6,4,6,6,3274,46475,46995,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MELI/MELI_2024-08-01_000109959024000023.json
2024Q3,MERC,2024-08-08,0000950170-24-094095,sec_parser_table_xbrl,5,6,6,6,3710,31230,31159,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MERC/MERC_2024-08-08_000095017024094095.json
2024Q3,MG,2024-07-31,0001436126-24-000046,sec_parser_table_xbrl,6,4,6,6,7141,29019,28527,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MG/MG_2024-07-31_000143612624000046.json
2024Q3,MGM,2024-07-31,0000789570-24-000021,sec_parser_table_xbrl,6,0,6,6,3375,29757,29401,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MGM/MGM_2024-07-31_000078957024000021.json
2024Q3,MGNI,2024-08-07,0001595974-24-000031,sec_parser_table_xbrl,6,4,6,6,3535,30407,29862,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MGNI/MGNI_2024-08-07_000159597424000031.json
2024Q3,MGPI,2024-08-01,0001628280-24-033883,sec_parser_table_xbrl,6,6,6,6,3467,37756,36953,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MGPI/MGPI_2024-08-01_000162828024033883.json
2024Q3,MGRC,2024-07-25,0000950170-24-086477,sec_parser_table_xbrl,6,0,6,6,3112,30513,30469,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MGRC/MGRC_2024-07-25_000095017024086477.json
2024Q3,MGY,2024-07-31,0001698990-24-000027,sec_parser_table_xbrl,6,6,6,6,3916,52966,53274,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MGY/MGY_2024-07-31_000169899024000027.json
2024Q3,MHO,2024-07-30,0000799292-24-000065,sec_parser_table_xbrl,6,1,6,2,3059,12312,12019,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MHO/MHO_2024-07-30_000079929224000065.json
2024Q3,MIDD,2024-08-01,0000769520-24-000031,sec_parser_table_xbrl,6,0,6,2,3566,16851,16482,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MIDD/MIDD_2024-08-01_000076952024000031.json
2024Q3,MIR,2024-08-01,0001628280-24-034165,sec_parser_table_xbrl,6,6,6,6,3450,27504,27193,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MIR/MIR_2024-08-01_000162828024034165.json
2024Q3,MKSI,2024-08-07,0000950170-24-092873,sec_parser_table_xbrl,6,6,6,6,3243,26573,26546,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MKSI/MKSI_2024-08-07_000095017024092873.json
2024Q3,MKTX,2024-08-06,0001193125-24-194351,sec_parser_table_xbrl,6,3,6,6,5128,30077,29975,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MKTX/MKTX_2024-08-06_000119312524194351.json
2024Q3,MLKN,2024-09-19,0000066382-24-000073,sec_parser_table_xbrl,6,6,6,6,3215,30714,30199,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MLKN/MLKN_2024-09-19_000006638224000073.json
2024Q3,MLM,2024-08-08,0000950170-24-093300,sec_parser_table_xbrl,5,6,6,6,4269,32802,32761,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MLM/MLM_2024-08-08_000095017024093300.json
2024Q3,MLR,2024-08-07,0001558370-24-011384,sec_parser_table_xbrl,6,0,6,1,3184,9759,9776,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MLR/MLR_2024-08-07_000155837024011384.json
2024Q3,MMI,2024-08-07,0001578732-24-000037,sec_parser_table_xbrl,6,4,6,6,3707,26269,25849,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MMI/MMI_2024-08-07_000157873224000037.json
2024Q3,MMS,2024-08-07,0001032220-24-000072,sec_parser_table_xbrl,6,6,6,6,3137,21256,20835,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MMS/MMS_2024-08-07_000103222024000072.json
2024Q3,MMSI,2024-07-01,0000856982-24-000065,sec_parser_table_xbrl,6,6,6,6,9682,22070,22100,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MMSI/MMSI_2024-07-01_000085698224000065.json
2024Q3,MNRO,2024-07-31,0001193125-24-189498,sec_parser_table_xbrl,6,1,6,6,3295,11439,11435,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MNRO/MNRO_2024-07-31_000119312524189498.json
2024Q3,MNST,2024-08-07,0001104659-24-086781,sec_parser_table_xbrl,6,0,6,6,3547,21431,21608,sec_parser,4,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MNST/MNST_2024-08-07_000110465924086781.json
2024Q3,MO,2024-07-31,0000764180-24-000091,sec_parser_table_xbrl,6,6,6,6,4524,55750,54367,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MO/MO_2024-07-31_000076418024000091.json
2024Q3,MOD,2024-07-30,0001140361-24-034906,sec_parser_table_xbrl,6,6,6,6,3868,26391,26529,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MOD/MOD_2024-07-30_000114036124034906.json
2024Q3,MORN,2024-07-25,0001289419-24-000055,sec_parser_table_xbrl,6,2,6,6,11145,48086,47696,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MORN/MORN_2024-07-25_000128941924000055.json
2024Q3,MOS,2024-08-06,0001243786-24-000045,sec_parser_table_xbrl,6,6,6,6,4364,64527,62057,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MOS/MOS_2024-08-06_000124378624000045.json
2024Q3,MOV,2024-09-05,0000950142-24-002330,sec_parser_table_xbrl,6,6,6,6,3034,18805,19013,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MOV/MOV_2024-09-05_000095014224002330.json
2024Q3,MPAA,2024-08-08,0001140361-24-036287,sec_parser_table_xbrl,6,5,6,6,3493,17217,17315,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MPAA/MPAA_2024-08-08_000114036124036287.json
2024Q3,MQ,2024-08-07,0001628280-24-035613,sec_parser_table_xbrl,6,0,6,6,3409,27953,27449,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MQ/MQ_2024-08-07_000162828024035613.json
2024Q3,MRCY,2024-08-13,0001049521-24-000027,sec_parser_table_xbrl,6,6,6,6,745456,56480,56771,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MRCY/MRCY_2024-08-13_000104952124000027.json
2024Q3,MRNA,2024-08-01,0001682852-24-000043,sec_parser_table_xbrl,6,6,6,6,3346,20702,20512,sec_parser,3,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MRNA/MRNA_2024-08-01_000168285224000043.json
2024Q3,MRSH,2024-07-18,0000062709-24-000068,sec_parser_table_xbrl,6,0,6,6,3256,34269,33247,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MRSH/MRSH_2024-07-18_000006270924000068.json
2024Q3,MRVL,2024-08-29,0001835632-24-000140,sec_parser_table_xbrl,6,6,6,6,4321,27332,26667,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MRVL/MRVL_2024-08-29_000183563224000140.json
2024Q3,MSCI,2024-07-23,0001408198-24-000129,sec_parser_table_xbrl,6,4,6,6,3900,58562,56947,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MSCI/MSCI_2024-07-23_000140819824000129.json
2024Q3,MSGE,2024-08-16,0001952073-24-000019,sec_parser_table_xbrl,6,6,6,6,3479,23159,22918,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MSGE/MSGE_2024-08-16_000195207324000019.json
2024Q3,MSI,2024-08-01,0000068505-24-000022,sec_parser_table_xbrl,6,6,6,6,3486,45855,45012,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MSI/MSI_2024-08-01_000006850524000022.json
2024Q3,MSTR,2024-08-01,0000950170-24-089243,sec_parser_table_xbrl,6,2,6,6,3513,42513,42432,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MSTR/MSTR_2024-08-01_000095017024089243.json
2024Q3,MTB,2024-07-18,0001628280-24-032163,sec_parser_table_xbrl,6,6,6,6,5002,73797,73499,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTB/MTB_2024-07-18_000162828024032163.json
2024Q3,MTCH,2024-07-30,0000891103-24-000093,sec_parser_table_xbrl,6,6,6,6,3144,57359,56360,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTCH/MTCH_2024-07-30_000089110324000093.json
2024Q3,MTD,2024-08-01,0001037646-24-000025,sec_parser_table_xbrl,6,6,6,6,13883,18136,17787,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTD/MTD_2024-08-01_000103764624000025.json
2024Q3,MTH,2024-07-24,0000833079-24-000090,sec_parser_table_xbrl,6,1,6,6,3119,26484,25943,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTH/MTH_2024-07-24_000083307924000090.json
2024Q3,MTRN,2024-08-05,0001104657-24-000112,sec_parser_table_xbrl,6,6,6,2,2872,24627,23921,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTRN/MTRN_2024-08-05_000110465724000112.json
2024Q3,MTRX,2024-09-09,0000866273-24-000087,sec_parser_table_xbrl,6,6,6,6,3569,34625,34020,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTRX/MTRX_2024-09-09_000086627324000087.json
2024Q3,MTSI,2024-08-01,0001493594-24-000050,sec_parser_table_xbrl,6,6,6,2,3023,21940,21604,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTSI/MTSI_2024-08-01_000149359424000050.json
2024Q3,MTUS,2024-08-08,0000950170-24-094023,sec_parser_table_xbrl,6,6,6,6,4153,43733,43601,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTUS/MTUS_2024-08-08_000095017024094023.json
2024Q3,MTW,2024-08-07,0000950170-24-092935,sec_parser_table_xbrl,6,5,6,6,2973,27010,26903,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTW/MTW_2024-08-07_000095017024092935.json
2024Q3,MTX,2024-07-25,0000891014-24-000086,sec_parser_table_xbrl,6,6,6,6,3031,23154,23270,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MTX/MTX_2024-07-25_000089101424000086.json
2024Q3,MUR,2024-08-08,0000717423-24-000024,sec_parser_table_xbrl,6,6,6,6,3341,48250,47435,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MUR/MUR_2024-08-08_000071742324000024.json
2024Q3,MWA,2024-08-05,0001350593-24-000053,sec_parser_table_xbrl,6,6,6,6,3432,35460,34850,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MWA/MWA_2024-08-05_000135059324000053.json
2024Q3,MXL,2024-07-24,0001288469-24-000111,sec_parser_table_xbrl,6,6,6,6,3543,31481,30652,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MXL/MXL_2024-07-24_000128846924000111.json
2024Q3,MYE,2024-08-01,0000950170-24-088939,sec_parser_table_xbrl,6,6,6,6,5234,29590,29549,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MYE/MYE_2024-08-01_000095017024088939.json
2024Q3,MYGN,2024-08-06,0000899923-24-000036,sec_parser_table_xbrl,6,6,6,6,9340,35455,34865,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MYGN/MYGN_2024-08-06_000089992324000036.json
2024Q3,MZTI,2024-08-22,0000057515-24-000019,sec_parser_table_xbrl,6,2,6,6,3088,15205,15085,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/MZTI/MZTI_2024-08-22_000005751524000019.json
2024Q3,NATL,2024-08-13,0001974138-24-000047,sec_parser_table_xbrl,6,6,6,6,3892,74440,75162,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NATL/NATL_2024-08-13_000197413824000047.json
2024Q3,NATR,2024-08-09,0001628280-24-036412,sec_parser_table_xbrl,6,4,6,6,3573,21986,21668,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NATR/NATR_2024-08-09_000162828024036412.json
2024Q3,NBIX,2024-08-01,0000914475-24-000180,sec_parser_table_xbrl,6,6,6,6,3350,23722,23340,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NBIX/NBIX_2024-08-01_000091447524000180.json
2024Q3,NBR,2024-07-17,0001104659-24-080357,sec_parser_table_xbrl,6,1,6,6,3764,7120,7198,sec_parser,3,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NBR/NBR_2024-07-17_000110465924080357.json
2024Q3,NBTB,2024-07-22,0001140361-24-033739,sec_parser_table_xbrl,6,3,6,6,3190,39477,39590,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NBTB/NBTB_2024-07-22_000114036124033739.json
2024Q3,NCNO,2024-08-27,0001902733-24-000150,sec_parser_table_xbrl,6,6,6,6,3506,27491,26949,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NCNO/NCNO_2024-08-27_000190273324000150.json
2024Q3,NDAQ,2024-07-25,0001193125-24-184292,sec_parser_table_xbrl,6,2,6,6,4726,52050,52008,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NDAQ/NDAQ_2024-07-25_000119312524184292.json
2024Q3,NDLS,2024-08-07,0001275158-24-000083,sec_parser_table_xbrl,6,6,6,6,3429,27671,27381,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NDLS/NDLS_2024-08-07_000127515824000083.json
2024Q3,NDSN,2024-08-21,0000072331-24-000108,sec_parser_table_xbrl,6,6,6,6,3550,19087,18671,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NDSN/NDSN_2024-08-21_000007233124000108.json
2024Q3,NE,2024-07-31,0001628280-24-033765,sec_parser_table_xbrl,6,6,6,6,4464,26445,26084,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NE/NE_2024-07-31_000162828024033765.json
2024Q3,NEM,2024-07-24,0001164727-24-000035,sec_parser_table_xbrl,6,6,6,6,3480,104285,101377,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NEM/NEM_2024-07-24_000116472724000035.json
2024Q3,NEO,2024-07-29,0001077183-24-000106,sec_parser_table_xbrl,6,6,6,6,3235,30724,30133,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NEO/NEO_2024-07-29_000107718324000106.json
2024Q3,NEOG,2024-07-30,0000950170-24-087499,sec_parser_table_xbrl,6,5,6,6,3181,21250,21223,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NEOG/NEOG_2024-07-30_000095017024087499.json
2024Q3,NET,2024-08-01,0001477333-24-000069,sec_parser_table_xbrl,6,4,6,6,4514,32841,32257,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NET/NET_2024-08-01_000147733324000069.json
2024Q3,NEWT,2024-07-24,0001587987-24-000160,sec_parser_table_xbrl,1,1,6,5,4412,10541,10703,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NEWT/NEWT_2024-07-24_000158798724000160.json
2024Q3,NEWTG,2024-07-24,0001587987-24-000160,sec_parser_table_xbrl,1,1,6,5,4412,10541,10703,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NEWTG/NEWTG_2024-07-24_000158798724000160.json
2024Q3,NFE,2024-08-09,0001749723-24-000069,sec_parser_table_xbrl,6,6,6,6,3509,37056,36595,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NFE/NFE_2024-08-09_000174972324000069.json
2024Q3,NFLX,2024-07-18,0001065280-24-000199,sec_parser_table_xbrl,6,6,6,6,4116,32362,31851,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NFLX/NFLX_2024-07-18_000106528024000199.json
2024Q3,NGVT,2024-07-31,0001653477-24-000080,sec_parser_table_xbrl,6,6,6,6,4115,50223,49435,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NGVT/NGVT_2024-07-31_000165347724000080.json
2024Q3,NI,2024-08-07,0001111711-24-000031,sec_parser_table_xbrl,6,6,6,1,3275,12544,12526,sec_parser,2,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NI/NI_2024-08-07_000111171124000031.json
2024Q3,NJR,2024-08-06,0001140361-24-035795,sec_parser_table_xbrl,6,6,6,6,3991,74840,74959,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NJR/NJR_2024-08-06_000114036124035795.json
2024Q3,NMIH,2024-07-30,0001547903-24-000138,sec_parser_table_xbrl,6,5,6,6,3324,43049,42084,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NMIH/NMIH_2024-07-30_000154790324000138.json
2024Q3,NMRK,2024-08-02,0001690680-24-000021,sec_parser_table_xbrl,6,6,6,6,5362,78816,77885,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NMRK/NMRK_2024-08-02_000169068024000021.json
2024Q3,NNBR,2024-08-07,0000918541-24-000113,sec_parser_table_xbrl,6,6,6,6,4525,49557,49866,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NNBR/NNBR_2024-08-07_000091854124000113.json
2024Q3,NOC,2024-07-25,0001133421-24-000050,sec_parser_table_xbrl,6,6,6,6,3353,36890,35996,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NOC/NOC_2024-07-25_000113342124000050.json
2024Q3,NOG,2024-07-29,0001104485-24-000142,sec_parser_table_xbrl,3,3,5,2,2784,7176,7147,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/NOG/NOG_2024-07-29_000110448524000142.json
