quarter,asof_date,ticker,cik,entity_name,revenue_bucket,revenue_filter_keep_under_10b,revenue_value,revenue_fact_name,revenue_unit,revenue_filed,revenue_form,revenue_period_end,net_income_value,net_income_fact_name,net_income_unit,net_income_filed,net_income_form,net_income_period_end,assets_value,assets_fact_name,assets_unit,assets_filed,assets_form,assets_period_end,financing_cash_flow_value,financing_cash_flow_fact_name,financing_cash_flow_unit,financing_cash_flow_filed,financing_cash_flow_form,financing_cash_flow_period_end,investing_cash_flow_value,investing_cash_flow_fact_name,investing_cash_flow_unit,investing_cash_flow_filed,investing_cash_flow_form,investing_cash_flow_period_end,operating_cash_flow_value,operating_cash_flow_fact_name,operating_cash_flow_unit,operating_cash_flow_filed,operating_cash_flow_form,operating_cash_flow_period_end,universal_feature_set,universal_feature_complete,universal_feature_complete_through_eps,missing_universal_features,net_income_margin,operating_cash_flow_to_revenue,assets_to_revenue,financing_cash_flow_to_revenue,investing_cash_flow_to_revenue
2025Q3,2025-07-29,ACGL,947484,Arch Capital Group Ltd.,$2B-$10B,,3941000000,Revenues,USD,2025-05-07,10-Q,2024-03-31,1120000000,NetIncomeLoss,USD,2025-05-07,10-Q,2024-03-31,70906000000,Assets,USD,2025-05-07,10-Q,2024-12-31,-42000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-07,10-Q,2024-03-31,-1409000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-07,10-Q,2024-03-31,1564000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-07,10-Q,2024-03-31,through_ocf,True,,,0.284192,0.396854,17.99188,-0.010657,-0.357523
2025Q3,2025-08-11,ACH,75252,"Accendra Health, Inc.",$1B-$2B,,1298244000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-11,10-Q,2024-06-30,-21886000,NetIncomeLoss,USD,2025-08-11,10-Q,2024-03-31,4656156000,Assets,USD,2025-08-11,10-Q,2024-12-31,-24920000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-11,10-Q,2024-06-30,-37040000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-11,10-Q,2024-06-30,63187000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-11,10-Q,2024-06-30,through_ocf,True,,,-0.016858,0.048671,3.586503,-0.019195,-0.028531
2025Q3,2025-08-07,ACIW,935036,"ACI WORLDWIDE, INC.",$500M-$1B,,689498000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-07,10-Q,2024-06-30,23136000,NetIncomeLoss,USD,2025-08-07,10-Q,2024-06-30,3025293000,Assets,USD,2025-08-07,10-Q,2024-12-31,-170273000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-07,10-Q,2024-06-30,-23978000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-07,10-Q,2024-06-30,178258000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-07,10-Q,2024-06-30,through_ocf,True,,,0.033555,0.258533,4.387675,-0.246952,-0.034776
2025Q3,2025-08-05,ACLS,1113232,AXCELIS TECHNOLOGIES INC,$500M-$1B,,508883000,Revenues,USD,2025-08-05,10-Q,2024-06-30,51595000,NetIncomeLoss,USD,2025-08-05,10-Q,2024-03-31,1348781000,Assets,USD,2025-08-05,10-Q,2024-12-31,-40656000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-05,10-Q,2024-06-30,-61294000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-05,10-Q,2024-06-30,82290000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-05,10-Q,2024-06-30,through_ocf,True,,,0.101389,0.161707,2.650474,-0.079893,-0.120448
2025Q3,2025-07-30,ACT,1823529,"Enact Holdings, Inc.",$100M-$500M,,291576000,Revenues,USD,2025-05-02,10-Q,2024-03-31,255943000,NetIncomeLoss,USD,2022-08-04,10-Q,2021-06-30,6521531000,Assets,USD,2025-05-02,10-Q,2024-12-31,-75181000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-02,10-Q,2024-03-31,-113468000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-02,10-Q,2024-03-31,187296000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-02,10-Q,2024-03-31,through_ocf,True,,,0.877792,0.642357,22.366488,-0.257844,-0.389154
2025Q3,2025-08-11,ACVA,1637873,ACV Auctions Inc.,$100M-$500M,,306313000,Revenues,USD,2025-08-11,10-Q,2024-06-30,-37534000,NetIncomeLoss,USD,2025-08-11,10-Q,2024-06-30,984149000,Assets,USD,2025-08-11,10-Q,2024-12-31,-11025000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-11,10-Q,2024-06-30,-3997000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-11,10-Q,2024-06-30,47491000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-11,10-Q,2024-06-30,through_ocf,True,,,-0.122535,0.155041,3.212887,-0.035993,-0.013049
2025Q3,2025-09-11,ADBE,796343,ADOBE INC.,>$10B,,10491000000,Revenues,USD,2025-06-25,10-Q,2024-05-31,2193000000,NetIncomeLoss,USD,2025-06-25,10-Q,2024-05-31,30230000000,Assets,USD,2025-06-25,10-Q,2024-11-29,-2770000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-06-25,10-Q,2024-05-31,177000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-06-25,10-Q,2024-05-31,3114000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-06-25,10-Q,2024-05-31,through_ocf,True,,,0.209036,0.296826,2.881517,-0.264036,0.016872
2025Q3,2025-08-05,ADEA,1803696,ADEIA INC.,<$100M,,83405000,Revenues,USD,2025-05-06,10-Q,2024-03-31,899000,NetIncomeLoss,USD,2025-05-06,10-Q,2024-03-31,1097961000,Assets,USD,2025-05-06,10-Q,2024-12-31,-52777000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-06,10-Q,2024-03-31,-10988000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-06,10-Q,2024-03-31,67229000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-06,10-Q,2024-03-31,through_ocf,True,,,0.010779,0.806055,13.164211,-0.63278,-0.131743
2025Q3,2025-08-20,ADI,6281,"Analog Devices, Inc.",$2B-$10B,,6983952000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-20,10-Q,2024-08-03,1157201000,NetIncomeLoss,USD,2025-08-20,10-Q,2024-08-03,48228277000,Assets,USD,2025-08-20,10-Q,2024-11-02,-660497000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-20,10-Q,2024-08-03,-993244000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-20,10-Q,2024-08-03,2801712000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-20,10-Q,2024-08-03,through_ocf,True,,,0.165694,0.401164,6.905585,-0.094574,-0.142218
2025Q3,2025-08-06,ADNT,1670541,ADIENT PLC,>$10B,,11126000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-06,10-Q,2024-06-30,-61000000,NetIncomeLoss,USD,2025-08-06,10-Q,2024-06-30,9351000000,Assets,USD,2025-08-06,10-Q,2024-09-30,-313000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-06,10-Q,2024-06-30,-183000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-06,10-Q,2024-06-30,280000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-06,10-Q,2024-06-30,through_ocf,True,,,-0.005483,0.025166,0.840464,-0.028132,-0.016448
2025Q3,2025-08-28,ADSK,769397,"AUTODESK, INC.",$1B-$2B,,1417000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-05-29,10-Q,2024-04-30,252000000,NetIncomeLoss,USD,2025-05-29,10-Q,2024-04-30,10833000000,Assets,USD,2025-05-29,10-Q,2025-01-31,-61000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-29,10-Q,2024-04-30,-638000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-29,10-Q,2024-04-30,494000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-29,10-Q,2024-04-30,through_ocf,True,,,0.177841,0.348624,7.645025,-0.043049,-0.450247
2025Q3,2025-07-16,ADTN,926282,"ADTRAN Holdings, Inc.",$100M-$500M,,226173000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-05-20,10-Q,2024-03-31,-330765000,NetIncomeLoss,USD,2025-05-20,10-Q,2024-03-31,1326941000,Assets,USD,2025-05-20,10-Q,2024-03-31,-4162000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-20,10-Q,2024-03-31,-13872000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-20,10-Q,2024-03-31,37925000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-20,10-Q,2024-03-31,through_ocf,True,,,-1.462442,0.167681,5.866929,-0.018402,-0.061334
2025Q3,2025-08-04,ADUS,1468328,Addus HomeCare Corp,$100M-$500M,,280746000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-05-06,10-Q,2024-03-31,15830000,NetIncomeLoss,USD,2025-05-06,10-Q,2024-03-31,1412634000,Assets,USD,2025-05-06,10-Q,2024-12-31,-25000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-06,10-Q,2024-03-31,-1750000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-06,10-Q,2024-03-31,38678000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-06,10-Q,2024-03-31,through_ocf,True,,,0.056385,0.137769,5.031716,-0.089048,-0.006233
2025Q3,2025-08-07,ADV,1776661,Advantage Solutions Inc.,$1B-$2B,,1734769000,Revenues,USD,2025-08-07,10-Q,2024-06-30,-106142000,NetIncomeLoss,USD,2025-08-07,10-Q,2024-06-30,3106517000,Assets,USD,2025-08-07,10-Q,2024-12-31,-114533000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-07,10-Q,2024-06-30,110867000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-07,10-Q,2024-06-30,44055000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-07,10-Q,2024-06-30,through_ocf,True,,,-0.061185,0.025395,1.790738,-0.066022,0.063909
2025Q3,2025-07-31,AEE,1002910,AMEREN CORPORATION,$1B-$2B,,1816000000,Revenues,USD,2025-05-05,10-Q,2024-03-31,262000000,ProfitLoss,USD,2025-05-05,10-Q,2024-03-31,44598000000,Assets,USD,2025-05-05,10-Q,2024-12-31,497000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-05,10-Q,2024-03-31,-906000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-05,10-Q,2024-03-31,492000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-05,10-Q,2024-03-31,through_ocf,True,,,0.144273,0.270925,24.55837,0.273678,-0.498899
2025Q3,2025-08-05,AEIS,927003,ADVANCED ENERGY INDUSTRIES INC,$500M-$1B,,692400000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-05,10-Q,2024-06-30,20200000,NetIncomeLoss,USD,2025-08-05,10-Q,2024-06-30,2261900000,Assets,USD,2025-08-05,10-Q,2024-12-31,-23200000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-05,10-Q,2024-06-30,-47600000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-05,10-Q,2024-06-30,14000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-05,10-Q,2024-06-30,through_ocf,True,,,0.029174,0.02022,3.266753,-0.033507,-0.068746
2025Q3,2025-09-03,AEO,919012,AMERICAN EAGLE OUTFITTERS INC,$1B-$2B,,1143867000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-06-05,10-Q,2024-05-04,67752000,NetIncomeLoss,USD,2025-06-05,10-Q,2024-05-04,3557217000,Assets,USD,2025-06-05,10-Q,2024-05-04,-74214000,NetCashProvidedByUsedInFinancingActivities,USD,2025-06-05,10-Q,2024-05-04,59221000,NetCashProvidedByUsedInInvestingActivities,USD,2025-06-05,10-Q,2024-05-04,-38111000,NetCashProvidedByUsedInOperatingActivities,USD,2025-06-05,10-Q,2024-05-04,through_ocf,True,,,0.059231,-0.033318,3.109817,-0.06488,0.051773
2025Q3,2025-07-30,AEP,4904,"AMERICAN ELECTRIC POWER COMPANY, INC.",$2B-$10B,,9604900000,Revenues,USD,2025-07-30,10-Q,2024-06-30,1005700000,ProfitLoss,USD,2025-07-30,10-Q,2024-03-31,103078000000,Assets,USD,2025-07-30,10-Q,2024-12-31,214400000,NetCashProvidedByUsedInFinancingActivities,USD,2025-07-30,10-Q,2024-06-30,-3249700000,NetCashProvidedByUsedInInvestingActivities,USD,2025-07-30,10-Q,2024-06-30,2904200000,NetCashProvidedByUsedInOperatingActivities,USD,2025-07-30,10-Q,2024-06-30,through_ocf,True,,,0.104707,0.302367,10.731814,0.022322,-0.338338
2025Q3,2025-08-01,AES,874761,AES CORP,$2B-$10B,,6027000000,Revenues,USD,2025-08-01,10-Q,2024-06-30,708000000,NetIncomeLoss,USD,2025-08-01,10-Q,2024-06-30,47406000000,Assets,USD,2025-08-01,10-Q,2024-12-31,3759000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-01,10-Q,2024-06-30,-4224000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-01,10-Q,2024-06-30,679000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-01,10-Q,2024-06-30,through_ocf,True,,,0.117471,0.11266,7.865605,0.623693,-0.700846
2025Q3,2025-08-04,AESI,0001984060,Atlas Energy Solutions Inc.,$100M-$500M,,192667000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-05-06,10-Q,2024-03-31,26787000,NetIncomeLoss,USD,2025-05-06,10-Q,2024-03-31,1972652000,Assets,USD,2025-05-06,10-Q,2024-12-31,175103000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-06,10-Q,2024-03-31,-237719000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-06,10-Q,2024-03-31,39562000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-06,10-Q,2024-03-31,through_ocf,True,,,0.139033,0.205339,10.23866,0.908838,-1.233834
2025Q3,2025-08-05,AFL,4977,AFLAC INC,>$10B,,10575000000,Revenues,USD,2025-08-05,10-Q,2024-06-30,1879000000,NetIncomeLoss,USD,2025-08-05,10-Q,2024-03-31,117566000000,Assets,USD,2025-08-05,10-Q,2024-12-31,-1576000000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-05,10-Q,2024-06-30,2294000000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-05,10-Q,2024-06-30,1104000000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-05,10-Q,2024-06-30,through_ocf,True,,,0.177683,0.104397,11.117352,-0.149031,0.216927
2025Q3,2025-08-28,AFRM,1820953,"Affirm Holdings, Inc.",$1B-$2B,,1587985000,Revenues,USD,2025-08-28,10-K,2023-06-30,-985345000,NetIncomeLoss,USD,2025-08-28,10-K,2023-06-30,9519619000,Assets,USD,2025-08-28,10-K,2024-06-30,1349945000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-28,10-K,2023-06-30,-1653070000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-28,10-K,2023-06-30,12181000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-28,10-K,2023-06-30,through_ocf,True,,,-0.6205,0.007671,5.994779,0.850099,-1.040986
2025Q3,2025-09-04,AGX,100591,ARGAN INC,$100M-$500M,,384697000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-09-04,10-Q,2024-07-31,26080000,NetIncomeLoss,USD,2025-09-04,10-Q,2024-07-31,726574000,Assets,USD,2025-09-04,10-Q,2024-07-31,-10680000,NetCashProvidedByUsedInFinancingActivities,USD,2025-09-04,10-Q,2024-07-31,-44562000,NetCashProvidedByUsedInInvestingActivities,USD,2025-09-04,10-Q,2024-07-31,91181000,NetCashProvidedByUsedInOperatingActivities,USD,2025-09-04,10-Q,2024-07-31,through_ocf,True,,,0.067794,0.23702,1.888692,-0.027762,-0.115837
2025Q3,2025-07-21,AGYS,78749,"AGILYSYS, INC.",$100M-$500M,,198065000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-05-23,10-K,2023-03-31,14582000,NetIncomeLoss,USD,2025-05-23,10-K,2023-03-31,350430000,Assets,USD,2025-05-23,10-K,2024-03-31,-11094000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-23,10-K,2023-03-31,-6870000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-23,10-K,2023-03-31,34463000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-23,10-K,2023-03-31,through_ocf,True,,,0.073622,0.173998,1.769268,-0.056012,-0.034686
2025Q3,2025-08-05,AHCO,1725255,AdaptHealth Corp.,$1B-$2B,,1598472000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-05,10-Q,2024-06-30,17301000,NetIncomeLoss,USD,2025-08-05,10-Q,2024-06-30,4486947000,Assets,USD,2025-08-05,10-Q,2024-12-31,-85156000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-05,10-Q,2024-06-30,-169163000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-05,10-Q,2024-06-30,247019000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-05,10-Q,2024-06-30,through_ocf,True,,,0.010823,0.154534,2.807023,-0.053273,-0.105828
2025Q3,2025-08-07,AHR,1632970,"American Healthcare REIT, Inc.",$100M-$500M,,499533000,Revenues,USD,2025-05-09,10-Q,2024-03-31,-3892000,NetIncomeLoss,USD,2025-05-09,10-Q,2024-03-31,4488057000,Assets,USD,2025-05-09,10-Q,2024-12-31,44962000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-09,10-Q,2024-03-31,-5223000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-09,10-Q,2024-03-31,-5954000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-09,10-Q,2024-03-31,through_ocf,True,,,-0.007791,-0.011919,8.984506,0.090008,-0.010456
2025Q3,2025-08-04,AHRT,1569187,"AH REALTY TRUST, INC.",$100M-$500M,,193482000,Revenues,USD,2025-05-09,10-Q,2024-03-31,14073000,NetIncomeLoss,USD,2025-05-09,10-Q,2024-03-31,2512863000,Assets,USD,2025-05-09,10-Q,2024-12-31,8155000,NetCashProvidedByUsedInFinancingActivities,USD,2025-05-09,10-Q,2024-03-31,-40946000,NetCashProvidedByUsedInInvestingActivities,USD,2025-05-09,10-Q,2024-03-31,46486000,NetCashProvidedByUsedInOperatingActivities,USD,2025-05-09,10-Q,2024-03-31,through_ocf,True,,,0.072735,0.24026,12.98758,0.042149,-0.211627
2025Q3,2025-08-11,AI,1577526,"C3.AI, INC.",$100M-$500M,,266795000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-06-23,10-K,2023-04-30,-268839000,NetIncomeLoss,USD,2025-06-23,10-K,2023-04-30,1038225000,Assets,USD,2025-06-23,10-K,2024-04-30,621000,NetCashProvidedByUsedInFinancingActivities,USD,2025-06-23,10-K,2023-04-30,59946000,NetCashProvidedByUsedInInvestingActivities,USD,2025-06-23,10-K,2023-04-30,-115691000,NetCashProvidedByUsedInOperatingActivities,USD,2025-06-23,10-K,2023-04-30,through_ocf,True,,,-1.007661,-0.433633,3.891471,0.002328,0.224689
2025Q3,2025-08-11,AIOT,1774170,"POWERFLEET, INC.",<$100M,,75430000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-08-11,10-Q,2024-06-30,-22312000,NetIncomeLoss,USD,2025-08-11,10-Q,2024-06-30,910071000,Assets,USD,2025-08-11,10-Q,2025-03-31,-89470000,NetCashProvidedByUsedInFinancingActivities,USD,2025-08-11,10-Q,2024-06-30,19637000,NetCashProvidedByUsedInInvestingActivities,USD,2025-08-11,10-Q,2024-06-30,-7615000,NetCashProvidedByUsedInOperatingActivities,USD,2025-08-11,10-Q,2024-06-30,through_ocf,True,,,-0.295797,-0.100955,12.065107,-1.186133,0.260334
